id,type,brand,car_spaces,passengers,antiquity,drive_permission,electric
32466,Motorbyke,Aprilia,2,2,12,true,false
32467,Tractor,John Deere,1,1,4,true,false
32468,Without_carnet,Ligier,1,1,8,false,false
32469,Without_carnet,Chatenet,1,1,26,false,false
32470,Without_carnet,Aixam,1,1,27,false,false
32471,Tractor,Fendt,2,2,22,true,false
32472,Tractor,John Deere,2,2,10,true,false
32473,Car,Aston Martin,5,2,14,true,false
32474,Without_carnet,Aixam,1,1,16,false,true
32475,Without_carnet,Ligier,2,1,18,false,false
32476,Motorbyke,KTM,2,1,23,true,false
32477,Tractor,New Holland,1,1,20,true,false
32478,Motorbyke,Kawasaki,2,2,14,true,false
32479,Motorbyke,Harley Davidson,2,1,9,true,false
32480,Car,Land Rover,3,1,9,true,false
32481,Motorbyke,Ducati,2,1,20,true,false
32482,Motorbyke,Yamaha,1,1,19,true,false
32483,Van,Peugeot,8,8,26,true,false
32484,Motorbyke,Vespa,1,1,18,true,false
32485,Car,Subaru,4,3,20,true,false
32486,Van,Fiat,7,5,15,true,false
32487,Motorbyke,Ducati,2,2,14,true,false
32488,Lorry,Pegaso,3,1,29,true,false
32489,Tractor,Case,2,2,0,true,false
32490,Motorbyke,Aprilia,1,1,23,true,false
32491,Tractor,Fendt,1,1,15,true,false
32492,Tractor,Claas,2,1,13,true,false
32493,Tractor,John Deere,2,1,30,true,false
32494,Without_carnet,Chatenet,1,1,24,false,false
32495,Tractor,Fendt,2,1,11,true,false
32496,Van,Dacia,8,7,7,true,false
32497,Motorbyke,Kawasaki,1,1,27,true,false
32498,Motorbyke,Aprilia,1,1,4,true,false
32499,Van,Seat,5,5,1,true,false
32500,Motorbyke,Aprilia,2,1,12,true,false
32501,Motorbyke,Kawasaki,2,2,9,true,false
32502,Lorry,Mercedes-Benz,3,2,0,true,false
32503,Lorry,Iveco,3,3,15,true,true
32504,Car,Jeep,4,3,24,true,false
32505,Van,Renault,7,6,5,true,false
32506,Tractor,Massey Ferguson,1,1,28,true,false
32507,Without_carnet,Microcar,2,2,20,false,false
32508,Motorbyke,Kawasaki,1,1,15,true,false
32509,Car,Subaru,5,5,20,true,false
32510,Tractor,Case,1,1,5,true,false
32511,Van,Opel,6,5,3,true,false
32512,Van,Dacia,6,6,12,true,true
32513,Lorry,Pegaso,3,3,21,true,false
32514,Motorbyke,Yamaha,2,1,17,true,false
32515,Motorbyke,Derbi,2,1,17,true,false
32516,Car,Dodge,5,2,6,true,false
32517,Car,Maserati,3,2,26,true,false
32518,Lorry,Volvo,3,2,8,true,false
32519,Car,Subaru,2,2,26,true,false
32520,Tractor,Claas,1,1,19,true,false
32521,Car,Lexus,3,3,29,true,false
32522,Car,Mitsubishi,3,1,21,true,false
32523,Motorbyke,Harley Davidson,2,1,17,true,false
32524,Without_carnet,Chatenet,1,1,15,false,false
32525,Lorry,Volvo,3,3,19,true,false
32526,Lorry,Mercedes-Benz,3,2,22,true,false
32527,Lorry,Mercedes-Benz,3,3,23,true,true
32528,Car,Tesla,3,2,20,true,false
32529,Tractor,Deutz,1,1,1,true,false
32530,Without_carnet,Aixam,1,1,5,false,false
32531,Van,Citroen,5,5,19,true,false
32532,Car,Mazda,5,4,3,true,false
32533,Motorbyke,Yamaha,2,2,14,true,true
32534,Without_carnet,Chatenet,1,1,24,false,false
32535,Van,Toyota,6,5,4,true,false
32536,Car,Mini,5,1,6,true,false
32537,Without_carnet,Microcar,2,1,12,false,false
32538,Tractor,Ford,2,1,29,true,false
32539,Van,Iveco,8,7,20,true,false
32540,Without_carnet,Ligier,1,1,22,false,false
32541,Without_carnet,Aixam,1,1,18,false,true
32542,Van,Dacia,5,5,5,true,false
32543,Without_carnet,Aixam,2,1,10,false,false
32544,Van,Fiat,8,8,0,true,false
32545,Van,Ford,6,6,17,true,false
32546,Car,Peugeot,4,3,27,true,false
32547,Without_carnet,Aixam,2,1,19,false,false
32548,Without_carnet,Chatenet,1,1,5,false,false
32549,Motorbyke,Derbi,2,2,20,true,false
32550,Van,Nissan,7,7,15,true,false
32551,Without_carnet,Microcar,2,1,25,false,false
32552,Car,Koenigsegg,5,5,11,true,false
32553,Lorry,Iveco,3,2,1,true,false
32554,Without_carnet,Ligier,1,1,8,false,false
32555,Van,Nissan,5,5,29,true,true
32556,Motorbyke,Ducati,2,1,7,true,true
32557,Without_carnet,Chatenet,2,2,21,false,false
32558,Van,Nissan,5,5,1,true,false
32559,Without_carnet,Ligier,2,2,0,false,false
32560,Car,Aston Martin,3,3,20,true,false
32561,Lorry,Iveco,3,2,20,true,false
32562,Motorbyke,Aprilia,1,1,3,true,false
32563,Motorbyke,KTM,1,1,7,true,false
32564,Car,Aston Martin,2,1,29,true,false
32565,Motorbyke,Harley Davidson,1,1,12,true,false
32566,Tractor,Case,2,2,27,true,false
32567,Without_carnet,Microcar,2,2,22,false,false
32568,Lorry,Agrale,3,2,27,true,false
32569,Without_carnet,Microcar,1,1,0,false,false
32570,Car,Lexus,2,2,15,true,false
32571,Motorbyke,Ducati,2,2,10,true,false
32572,Lorry,Pegaso,3,2,0,true,false
32573,Motorbyke,Aprilia,1,1,30,true,false
32574,Motorbyke,Vespa,1,1,3,true,false
32575,Van,Nissan,5,5,9,true,false
32576,Van,Opel,8,8,11,true,false
32577,Lorry,Pegaso,3,1,29,true,false
32578,Van,Fiat,7,5,27,true,false
32579,Car,Koenigsegg,4,1,15,true,false
32580,Van,Citroen,8,7,13,true,false
32581,Lorry,Iveco,3,2,19,true,false
32582,Car,Acura,3,2,19,true,false
32583,Motorbyke,Aprilia,1,1,14,true,false
32584,Without_carnet,Microcar,1,1,2,false,false
32585,Van,Renault,5,5,24,true,false
32586,Car,Ferrari,5,5,17,true,false
32587,Motorbyke,KTM,1,1,22,true,false
32588,Motorbyke,Ducati,2,2,9,true,false
32589,Lorry,Agrale,3,1,29,true,false
32590,Car,Porsche,5,3,12,true,false
32591,Motorbyke,Kawasaki,2,2,3,true,false
32592,Van,Peugeot,6,6,18,true,false
32593,Tractor,Fendt,2,2,0,true,false
32594,Van,Volkswagen,7,6,12,true,false
32595,Without_carnet,Ligier,2,1,19,false,false
32596,Car,Chevrolet,5,1,17,true,false
32597,Van,Citroen,5,5,21,true,false
32598,Tractor,Ford,1,1,0,true,false
32599,Tractor,New Holland,1,1,26,true,false
32600,Motorbyke,Yamaha,1,1,13,true,false
32601,Without_carnet,Microcar,1,1,21,false,false
32602,Car,Mitsubishi,4,2,24,true,false
32603,Lorry,Agrale,3,2,4,true,false
32604,Car,Subaru,4,2,21,true,false
32605,Car,Maserati,5,2,30,true,false
32606,Lorry,Volvo,3,1,23,true,false
32607,Lorry,Iveco,3,1,21,true,false
32608,Car,Bugatti,3,1,28,true,false
32609,Motorbyke,Derbi,2,1,29,true,false
32610,Car,KIA,2,2,21,true,false
32611,Car,Chevrolet,3,1,1,true,false
32612,Without_carnet,Microcar,1,1,21,false,false
32613,Tractor,Fendt,1,1,3,true,false
32614,Van,Seat,7,5,3,true,false
32615,Motorbyke,Kawasaki,1,1,4,true,false
32616,Motorbyke,Harley Davidson,2,2,1,true,false
32617,Car,Pagani,4,2,22,true,false
32618,Lorry,Pegaso,3,1,10,true,false
32619,Motorbyke,Ducati,2,2,6,true,false
32620,Van,Peugeot,7,7,25,true,false
32621,Lorry,Volvo,3,2,5,true,false
32622,Tractor,New Holland,1,1,2,true,false
32623,Motorbyke,Ducati,1,1,10,true,false
32624,Van,Toyota,8,7,2,true,false
32625,Car,Alfa Romeo,5,3,1,true,false
32626,Motorbyke,KTM,2,2,15,true,false
32627,Van,Dacia,7,6,8,true,false
32628,Car,KIA,3,3,6,true,false
32629,Car,Subaru,4,1,5,true,false
32630,Car,Fiat,2,1,3,true,false
32631,Van,Nissan,7,5,1,true,false
32632,Car,Mini,2,1,16,true,false
32633,Car,Mercedes-Benz,2,2,26,true,false
32634,Lorry,Mercedes-Benz,3,1,23,true,false
32635,Car,Bentley,3,1,5,true,false
32636,Without_carnet,Ligier,1,1,26,false,false
32637,Without_carnet,Ligier,2,1,20,false,false
32638,Car,Porsche,2,1,16,true,false
32639,Van,Ford,6,5,18,true,false
32640,Lorry,Iveco,3,2,7,true,false
32641,Van,Fiat,5,5,20,true,false
32642,Tractor,Lanz Bulldog,2,1,19,true,false
32643,Car,Infiniti,4,2,28,true,false
32644,Van,Citroen,5,5,10,true,false
32645,Without_carnet,Aixam,1,1,9,false,true
32646,Motorbyke,Aprilia,2,1,26,true,false
32647,Motorbyke,Aprilia,2,1,8,true,false
32648,Lorry,Pegaso,3,3,27,true,false
32649,Van,Mercedes-Benz,7,7,18,true,false
32650,Without_carnet,Chatenet,1,1,21,false,false
32651,Motorbyke,Kawasaki,2,1,6,true,false
32652,Car,Mazda,2,2,13,true,false
32653,Van,Citroen,7,5,4,true,false
32654,Motorbyke,Ducati,1,1,14,true,false
32655,Van,Renault,6,6,13,true,false
32656,Van,Mercedes-Benz,8,6,15,true,false
32657,Without_carnet,Ligier,1,1,24,false,false
32658,Car,Cadillac,3,3,10,true,false
32659,Without_carnet,Aixam,1,1,8,false,false
32660,Lorry,Mercedes-Benz,3,3,13,true,true
32661,Car,Peugeot,3,1,10,true,false
32662,Tractor,New Holland,1,1,6,true,false
32663,Motorbyke,Aprilia,2,2,5,true,false
32664,Lorry,Mercedes-Benz,3,1,14,true,false
32665,Tractor,Fendt,2,1,23,true,false
32666,Car,Mitsubishi,5,2,14,true,false
32667,Car,Fiat,5,4,11,true,false
32668,Lorry,Iveco,3,2,26,true,true
32669,Lorry,Agrale,3,2,0,true,true
32670,Lorry,Pegaso,3,2,25,true,true
32671,Motorbyke,Vespa,2,2,1,true,false
32672,Without_carnet,Ligier,2,2,10,false,false
32673,Motorbyke,KTM,1,1,22,true,false
32674,Van,Mercedes-Benz,5,5,14,true,true
32675,Motorbyke,Ducati,1,1,3,true,false
32676,Motorbyke,Yamaha,1,1,25,true,false
32677,Motorbyke,Yamaha,1,1,10,true,false
32678,Tractor,Fendt,2,1,27,true,false
32679,Car,Saab,5,2,16,true,false
32680,Tractor,Ford,2,2,17,true,false
32681,Motorbyke,KTM,2,1,22,true,false
32682,Car,Hyunday,2,2,6,true,false
32683,Lorry,Mercedes-Benz,3,1,12,true,false
32684,Van,Dacia,5,5,10,true,false
32685,Van,Toyota,6,6,30,true,false
32686,Lorry,Iveco,3,2,30,true,false
32687,Without_carnet,Ligier,1,1,20,false,false
32688,Car,Chrysler,5,4,21,true,false
32689,Van,Iveco,8,8,3,true,false
32690,Lorry,Iveco,3,3,30,true,false
32691,Lorry,Volvo,3,3,18,true,false
32692,Van,Opel,5,5,20,true,false
32693,Lorry,Volvo,3,2,2,true,true
32694,Van,Citroen,7,7,27,true,false
32695,Tractor,Lanz Bulldog,1,1,4,true,false
32696,Car,Aston Martin,5,1,16,true,false
32697,Without_carnet,Chatenet,2,2,12,false,false
32698,Lorry,Mercedes-Benz,3,1,13,true,false
32699,Motorbyke,Ducati,2,1,24,true,false
32700,Motorbyke,Harley Davidson,2,1,23,true,false
32701,Van,Nissan,5,5,13,true,false
32702,Motorbyke,Harley Davidson,2,1,19,true,false
32703,Van,Nissan,6,6,23,true,false
32704,Motorbyke,Kawasaki,2,1,1,true,false
32705,Without_carnet,Aixam,1,1,19,false,false
32706,Motorbyke,Ducati,2,2,11,true,false
32707,Without_carnet,Aixam,1,1,13,false,false
32708,Without_carnet,Aixam,1,1,4,false,false
32709,Without_carnet,Microcar,2,1,5,false,false
32710,Tractor,Deutz,2,2,25,true,false
32711,Motorbyke,Vespa,1,1,6,true,false
32712,Tractor,Ford,1,1,15,true,false
32713,Car,Jaguar,4,4,15,true,true
32714,Lorry,Iveco,3,1,17,true,false
32715,Without_carnet,Chatenet,1,1,3,false,false
32716,Car,KIA,2,2,10,true,false
32717,Van,Fiat,5,5,17,true,false
32718,Tractor,Massey Ferguson,1,1,13,true,false
32719,Van,Iveco,6,6,11,true,false
32720,Lorry,Iveco,3,3,1,true,false
32721,Van,Mercedes-Benz,5,5,23,true,true
32722,Lorry,Iveco,3,2,12,true,false
32723,Without_carnet,Chatenet,2,2,21,false,false
32724,Van,Toyota,8,8,9,true,false
32725,Van,Iveco,5,5,21,true,false
32726,Motorbyke,Derbi,1,1,7,true,true
32727,Motorbyke,Ducati,1,1,30,true,false
32728,Car,Toyota,5,5,5,true,false
32729,Van,Peugeot,8,7,10,true,false
32730,Lorry,Mercedes-Benz,3,3,7,true,false
32731,Van,Dacia,5,5,8,true,false
32732,Without_carnet,Chatenet,2,2,9,false,false
32733,Car,Mitsubishi,2,2,19,true,false
32734,Tractor,Valtra,2,2,22,true,false
32735,Van,Opel,6,6,18,true,false
32736,Van,Seat,8,5,28,true,false
32737,Motorbyke,Aprilia,1,1,5,true,false
32738,Motorbyke,Aprilia,2,2,8,true,false
32739,Lorry,Iveco,3,3,19,true,false
32740,Motorbyke,Aprilia,1,1,28,true,false
32741,Tractor,Ford,2,1,27,true,false
32742,Car,Mercedes-Benz,3,1,15,true,false
32743,Lorry,Agrale,3,1,5,true,false
32744,Motorbyke,Aprilia,1,1,11,true,true
32745,Van,Opel,7,6,27,true,false
32746,Van,Mercedes-Benz,7,5,29,true,false
32747,Lorry,Mercedes-Benz,3,3,29,true,false
32748,Tractor,John Deere,2,2,12,true,false
32749,Lorry,Mercedes-Benz,3,2,8,true,false
32750,Lorry,Iveco,3,2,30,true,false
32751,Van,Iveco,7,6,3,true,false
32752,Motorbyke,Vespa,1,1,5,true,false
32753,Car,Mitsubishi,2,1,18,true,false
32754,Without_carnet,Aixam,2,1,26,false,false
32755,Van,Peugeot,6,6,14,true,true
32756,Lorry,Iveco,3,3,9,true,false
32757,Van,Fiat,6,5,29,true,false
32758,Car,Suzuki,3,2,19,true,false
32759,Lorry,Agrale,3,2,16,true,false
32760,Motorbyke,Yamaha,1,1,9,true,false
32761,Van,Citroen,5,5,9,true,false
32762,Lorry,Pegaso,3,1,22,true,false
32763,Tractor,Deutz,1,1,12,true,false
32764,Van,Seat,8,5,17,true,false
32765,Lorry,Iveco,3,1,1,true,false
32766,Van,Volkswagen,6,5,8,true,false
32767,Car,Ferrari,3,2,22,true,false
32768,Van,Volkswagen,6,6,2,true,false
32769,Without_carnet,Aixam,1,1,26,false,false
32770,Tractor,Massey Ferguson,1,1,18,true,false
32771,Car,Aston Martin,3,2,29,true,true
32772,Without_carnet,Ligier,1,1,17,false,false
32773,Lorry,Volvo,3,3,29,true,false
32774,Van,Nissan,5,5,5,true,false
32775,Motorbyke,Derbi,2,1,19,true,false
32776,Tractor,Lanz Bulldog,1,1,23,true,false
32777,Without_carnet,Microcar,2,2,25,false,false
32778,Car,Mazda,3,1,25,true,false
32779,Tractor,Ford,2,2,28,true,false
32780,Without_carnet,Microcar,2,1,5,false,true
32781,Lorry,Mercedes-Benz,3,3,4,true,false
32782,Tractor,Fendt,1,1,5,true,false
32783,Tractor,Fendt,1,1,4,true,false
32784,Without_carnet,Ligier,2,2,2,false,false
32785,Van,Renault,8,8,11,true,false
32786,Motorbyke,Harley Davidson,1,1,17,true,true
32787,Motorbyke,Kawasaki,1,1,17,true,false
32788,Lorry,Volvo,3,3,29,true,false
32789,Car,Ford,3,2,29,true,false
32790,Lorry,Iveco,3,3,11,true,false
32791,Without_carnet,Microcar,2,2,7,false,false
32792,Tractor,Lanz Bulldog,2,1,17,true,false
32793,Car,Aston Martin,5,2,28,true,false
32794,Without_carnet,Aixam,1,1,17,false,false
32795,Van,Dacia,5,5,12,true,false
32796,Without_carnet,Chatenet,1,1,26,false,false
32797,Lorry,Volvo,3,1,0,true,false
32798,Tractor,New Holland,2,2,9,true,false
32799,Van,Toyota,5,5,30,true,false
32800,Van,Seat,8,8,11,true,true
32801,Without_carnet,Microcar,2,2,4,false,false
32802,Lorry,Iveco,3,2,24,true,false
32803,Tractor,New Holland,2,2,20,true,false
32804,Lorry,Mercedes-Benz,3,2,20,true,false
32805,Motorbyke,Ducati,1,1,24,true,false
32806,Motorbyke,Derbi,1,1,23,true,false
32807,Tractor,New Holland,1,1,10,true,true
32808,Car,Infiniti,5,3,1,true,false
32809,Tractor,Claas,2,2,19,true,true
32810,Tractor,Claas,2,2,3,true,true
32811,Without_carnet,Microcar,2,1,13,false,false
32812,Van,Toyota,7,7,28,true,false
32813,Tractor,New Holland,2,1,7,true,false
32814,Lorry,Agrale,3,3,17,true,false
32815,Van,Volkswagen,6,5,24,true,false
32816,Tractor,Fendt,2,1,23,true,false
32817,Motorbyke,Kawasaki,2,1,22,true,false
32818,Lorry,Pegaso,3,3,28,true,false
32819,Without_carnet,Aixam,1,1,23,false,false
32820,Car,Lexus,4,2,6,true,false
32821,Van,Iveco,6,5,14,true,true
32822,Without_carnet,Ligier,1,1,14,false,false
32823,Van,Toyota,7,6,28,true,false
32824,Motorbyke,Aprilia,2,2,21,true,false
32825,Car,Peugeot,3,2,12,true,false
32826,Van,Iveco,5,5,10,true,false
32827,Motorbyke,Derbi,2,1,6,true,true
32828,Motorbyke,Aprilia,2,1,25,true,false
32829,Tractor,Lanz Bulldog,2,2,7,true,false
32830,Lorry,Iveco,3,3,13,true,false
32831,Lorry,Agrale,3,3,12,true,false
32832,Van,Iveco,6,5,27,true,false
32833,Car,Maserati,5,5,1,true,false
32834,Motorbyke,Derbi,2,2,3,true,false
32835,Motorbyke,Ducati,1,1,27,true,false
32836,Car,Fiat,2,1,11,true,false
32837,Lorry,Iveco,3,1,30,true,false
32838,Van,Dacia,6,6,28,true,false
32839,Van,Volkswagen,5,5,27,true,false
32840,Van,Nissan,7,5,13,true,true
32841,Tractor,Claas,1,1,16,true,false
32842,Car,Pagani,3,1,30,true,false
32843,Lorry,Mercedes-Benz,3,2,12,true,false
32844,Without_carnet,Chatenet,2,2,24,false,true
32845,Without_carnet,Aixam,2,1,10,false,false
32846,Car,Volkswagen,5,5,25,true,false
32847,Tractor,Deutz,1,1,6,true,false
32848,Without_carnet,Ligier,2,1,27,false,false
32849,Lorry,Pegaso,3,1,0,true,false
32850,Without_carnet,Aixam,1,1,0,false,false
32851,Motorbyke,Kawasaki,1,1,19,true,false
32852,Tractor,Fendt,1,1,0,true,false
32853,Without_carnet,Aixam,1,1,25,false,false
32854,Lorry,Volvo,3,3,27,true,true
32855,Without_carnet,Aixam,1,1,21,false,false
32856,Van,Citroen,8,5,15,true,false
32857,Tractor,Fendt,1,1,22,true,false
32858,Van,Opel,8,8,27,true,false
32859,Van,Iveco,6,6,30,true,false
32860,Tractor,Fendt,2,1,9,true,true
32861,Motorbyke,Derbi,2,1,26,true,false
32862,Lorry,Mercedes-Benz,3,2,23,true,false
32863,Tractor,Valtra,1,1,10,true,false
32864,Tractor,Case,2,2,10,true,false
32865,Van,Nissan,5,5,0,true,false
32866,Van,Dacia,6,6,30,true,false
32867,Van,Volkswagen,5,5,15,true,false
32868,Tractor,Massey Ferguson,1,1,28,true,false
32869,Lorry,Agrale,3,3,30,true,false
32870,Motorbyke,KTM,1,1,23,true,false
32871,Car,Bentley,5,2,23,true,false
32872,Tractor,Ford,2,2,9,true,false
32873,Without_carnet,Chatenet,1,1,2,false,false
32874,Motorbyke,KTM,2,1,26,true,false
32875,Car,Chrysler,5,1,12,true,false
32876,Lorry,Pegaso,3,1,18,true,false
32877,Lorry,Volvo,3,3,30,true,false
32878,Without_carnet,Aixam,2,1,23,false,false
32879,Car,Jaguar,3,3,11,true,false
32880,Van,Iveco,7,5,22,true,false
32881,Lorry,Agrale,3,2,28,true,false
32882,Without_carnet,Ligier,1,1,18,false,false
32883,Motorbyke,KTM,2,1,13,true,false
32884,Tractor,Ford,2,2,29,true,false
32885,Tractor,Deutz,2,1,30,true,false
32886,Lorry,Iveco,3,2,21,true,false
32887,Van,Opel,8,8,5,true,false
32888,Van,Nissan,8,6,29,true,false
32889,Van,Fiat,8,6,12,true,false
32890,Motorbyke,Kawasaki,2,2,29,true,false
32891,Van,Peugeot,7,6,3,true,false
32892,Tractor,Deutz,1,1,2,true,false
32893,Car,Volkswagen,5,5,8,true,false
32894,Lorry,Volvo,3,1,10,true,false
32895,Tractor,Fendt,1,1,9,true,false
32896,Without_carnet,Aixam,1,1,6,false,false
32897,Without_carnet,Ligier,2,2,15,false,false
32898,Tractor,Valtra,2,2,5,true,false
32899,Tractor,Fendt,2,2,17,true,false
32900,Tractor,Ford,2,2,18,true,true
32901,Tractor,Massey Ferguson,2,1,5,true,false
32902,Van,Nissan,8,8,27,true,false
32903,Car,Bentley,4,1,7,true,false
32904,Tractor,Lanz Bulldog,2,1,22,true,false
32905,Motorbyke,Ducati,2,2,13,true,false
32906,Without_carnet,Microcar,2,1,18,false,false
32907,Van,Mercedes-Benz,5,5,10,true,false
32908,Tractor,John Deere,1,1,14,true,false
32909,Car,Lexus,2,2,16,true,false
32910,Car,Honda,2,2,6,true,false
32911,Without_carnet,Microcar,2,1,19,false,false
32912,Without_carnet,Microcar,2,1,12,false,false
32913,Car,Dodge,2,2,5,true,false
32914,Without_carnet,Ligier,1,1,4,false,false
32915,Car,Mazda,5,5,15,true,false
32916,Lorry,Pegaso,3,2,8,true,false
32917,Motorbyke,Yamaha,1,1,14,true,false
32918,Motorbyke,Yamaha,1,1,25,true,false
32919,Motorbyke,KTM,2,1,10,true,false
32920,Without_carnet,Chatenet,1,1,13,false,false
32921,Lorry,Volvo,3,1,8,true,true
32922,Motorbyke,KTM,2,1,11,true,true
32923,Without_carnet,Aixam,2,1,28,false,false
32924,Motorbyke,Derbi,2,2,24,true,true
32925,Car,Audi,3,1,19,true,false
32926,Van,Peugeot,6,6,1,true,false
32927,Motorbyke,Yamaha,1,1,21,true,false
32928,Without_carnet,Chatenet,2,1,3,false,false
32929,Without_carnet,Aixam,1,1,24,false,false
32930,Car,Lexus,3,3,22,true,false
32931,Motorbyke,Kawasaki,2,2,15,true,false
32932,Car,Dodge,5,4,30,true,false
32933,Van,Mercedes-Benz,8,5,30,true,false
32934,Without_carnet,Chatenet,2,2,1,false,false
32935,Lorry,Mercedes-Benz,3,3,23,true,false
32936,Motorbyke,KTM,1,1,21,true,false
32937,Lorry,Iveco,3,1,10,true,false
32938,Lorry,Pegaso,3,2,6,true,false
32939,Without_carnet,Chatenet,2,1,15,false,false
32940,Tractor,Massey Ferguson,2,2,27,true,false
32941,Without_carnet,Chatenet,1,1,23,false,false
32942,Lorry,Iveco,3,1,28,true,false
32943,Van,Nissan,8,6,22,true,false
32944,Tractor,Case,2,1,3,true,false
32945,Tractor,Ford,2,2,0,true,false
32946,Without_carnet,Microcar,2,1,29,false,false
32947,Motorbyke,Vespa,1,1,22,true,false
32948,Tractor,Deutz,1,1,9,true,false
32949,Van,Citroen,6,6,20,true,false
32950,Motorbyke,Vespa,1,1,3,true,false
32951,Van,Iveco,8,5,8,true,false
32952,Tractor,New Holland,1,1,22,true,false
32953,Tractor,Ford,1,1,9,true,false
32954,Motorbyke,KTM,1,1,25,true,false
32955,Lorry,Mercedes-Benz,3,3,18,true,false
32956,Without_carnet,Microcar,2,1,19,false,false
32957,Tractor,Case,2,2,5,true,false
32958,Motorbyke,Kawasaki,1,1,9,true,false
32959,Van,Opel,8,5,2,true,false
32960,Van,Fiat,6,6,13,true,false
32961,Van,Peugeot,6,6,0,true,false
32962,Tractor,Fendt,2,2,14,true,false
32963,Motorbyke,KTM,2,2,28,true,false
32964,Van,Volkswagen,6,5,14,true,false
32965,Car,Mitsubishi,3,2,25,true,false
32966,Motorbyke,Ducati,2,2,0,true,false
32967,Motorbyke,Yamaha,1,1,10,true,false
32968,Tractor,John Deere,1,1,2,true,false
32969,Van,Peugeot,8,8,5,true,false
32970,Lorry,Agrale,3,1,26,true,true
32971,Tractor,Case,1,1,19,true,false
32972,Motorbyke,Aprilia,1,1,24,true,false
32973,Motorbyke,Yamaha,2,1,27,true,false
32974,Lorry,Iveco,3,1,27,true,true
32975,Without_carnet,Microcar,1,1,17,false,false
32976,Tractor,New Holland,2,1,1,true,false
32977,Tractor,Lanz Bulldog,1,1,2,true,false
32978,Car,Citroen,5,3,18,true,false
32979,Car,Audi,4,2,11,true,false
32980,Car,Pagani,2,2,18,true,false
32981,Van,Peugeot,7,7,7,true,true
32982,Motorbyke,Ducati,2,1,29,true,false
32983,Without_carnet,Aixam,1,1,2,false,false
32984,Van,Peugeot,8,8,4,true,true
32985,Motorbyke,Harley Davidson,2,1,7,true,false
32986,Van,Peugeot,6,5,12,true,false
32987,Motorbyke,Derbi,2,2,2,true,false
32988,Without_carnet,Chatenet,2,2,1,false,false
32989,Car,Infiniti,5,5,9,true,false
32990,Without_carnet,Ligier,2,1,15,false,false
32991,Van,Toyota,7,7,0,true,false
32992,Motorbyke,Yamaha,2,1,26,true,false
32993,Lorry,Mercedes-Benz,3,2,14,true,false
32994,Tractor,Lanz Bulldog,2,1,27,true,false
32995,Lorry,Pegaso,3,3,21,true,false
32996,Motorbyke,KTM,2,2,2,true,false
32997,Motorbyke,Ducati,2,1,4,true,false
32998,Van,Nissan,7,5,27,true,false
32999,Without_carnet,Chatenet,1,1,23,false,false
33000,Tractor,Ford,1,1,10,true,false
33001,Lorry,Agrale,3,1,1,true,false
33002,Tractor,Deutz,2,2,21,true,false
33003,Van,Renault,6,5,5,true,false
33004,Car,Jaguar,5,1,29,true,false
33005,Without_carnet,Aixam,1,1,4,false,false
33006,Lorry,Mercedes-Benz,3,1,11,true,false
33007,Van,Dacia,8,8,17,true,false
33008,Tractor,New Holland,1,1,27,true,false
33009,Tractor,Ford,1,1,8,true,false
33010,Motorbyke,Ducati,1,1,1,true,false
33011,Motorbyke,Ducati,1,1,25,true,false
33012,Lorry,Iveco,3,1,22,true,false
33013,Motorbyke,Yamaha,2,2,23,true,false
33014,Van,Volkswagen,6,6,7,true,false
33015,Van,Iveco,8,6,28,true,false
33016,Van,Citroen,6,6,30,true,false
33017,Tractor,Valtra,1,1,22,true,false
33018,Tractor,Fendt,1,1,18,true,false
33019,Motorbyke,Vespa,2,1,28,true,false
33020,Van,Fiat,6,5,0,true,false
33021,Car,Lexus,5,1,11,true,false
33022,Tractor,Claas,1,1,12,true,false
33023,Without_carnet,Chatenet,2,1,22,false,false
33024,Tractor,Case,2,2,29,true,false
33025,Van,Dacia,7,7,24,true,true
33026,Van,Peugeot,8,6,4,true,true
33027,Without_carnet,Ligier,1,1,25,false,false
33028,Car,Dodge,5,5,15,true,false
33029,Tractor,John Deere,1,1,7,true,false
33030,Van,Nissan,8,5,26,true,false
33031,Without_carnet,Ligier,2,2,22,false,false
33032,Van,Dacia,8,6,5,true,false
33033,Without_carnet,Microcar,2,2,8,false,false
33034,Van,Toyota,8,6,6,true,false
33035,Van,Toyota,5,5,25,true,false
33036,Tractor,Ford,1,1,7,true,false
33037,Lorry,Pegaso,3,2,7,true,true
33038,Van,Iveco,8,8,1,true,false
33039,Motorbyke,Harley Davidson,1,1,9,true,false
33040,Tractor,John Deere,2,1,7,true,false
33041,Lorry,Agrale,3,2,13,true,false
33042,Car,Honda,4,2,30,true,false
33043,Without_carnet,Ligier,1,1,4,false,true
33044,Van,Nissan,5,5,28,true,false
33045,Tractor,Massey Ferguson,2,1,2,true,false
33046,Car,Cadillac,3,3,3,true,false
33047,Lorry,Pegaso,3,1,24,true,false
33048,Without_carnet,Aixam,1,1,22,false,false
33049,Car,Subaru,4,4,29,true,false
33050,Car,Volkswagen,2,2,17,true,false
33051,Tractor,Valtra,2,1,29,true,false
33052,Without_carnet,Microcar,2,1,22,false,false
33053,Without_carnet,Aixam,1,1,8,false,false
33054,Tractor,Fendt,1,1,0,true,false
33055,Lorry,Volvo,3,2,24,true,false
33056,Motorbyke,Ducati,2,2,27,true,false
33057,Van,Volkswagen,8,6,25,true,false
