age,sex,experience,previous_infractions,illness
56,1,28,2,0
51,1,8,8,0
19,1,0,8,0
25,0,0,1,1
21,1,2,8,1
30,0,0,0,1
30,1,10,6,0
79,0,24,9,0
19,1,0,3,0
65,1,47,8,0
36,1,17,5,0
29,1,8,10,0
81,0,52,10,1
48,1,15,2,0
30,1,12,3,0
38,1,8,9,0
23,1,0,9,0
22,0,2,1,0
48,1,11,2,0
49,0,8,7,0
75,0,14,7,0
78,0,49,4,1
71,0,41,2,0
44,1,7,7,0
80,1,30,0,0
83,1,41,0,0
67,1,10,1,0
35,1,10,1,0
42,0,10,6,0
41,1,9,1,0
48,0,17,7,0
36,1,18,8,0
20,1,0,2,0
23,1,0,5,0
67,0,36,0,0
52,1,33,0,0
23,1,0,0,0
51,1,11,5,0
73,0,29,1,0
46,1,20,1,0
32,0,3,5,0
76,0,3,10,0
75,0,9,3,1
77,1,39,3,0
69,1,9,0,1
60,1,4,1,0
85,0,54,0,0
66,0,48,6,0
54,0,23,1,0
70,1,40,8,0
74,0,50,3,0
61,1,13,0,0
42,1,6,2,0
69,0,14,0,0
44,0,10,2,0
83,0,46,5,0
75,1,19,9,0
79,0,11,9,0
58,0,16,5,0
35,1,17,1,0
80,0,28,2,0
66,0,2,2,1
26,1,6,3,1
57,0,22,1,0
57,1,2,0,0
84,0,33,10,0
70,1,50,10,0
57,0,24,4,0
55,1,34,0,0
32,1,7,10,0
27,1,9,10,0
33,0,13,1,0
74,1,30,7,0
82,0,44,0,0
62,1,35,2,1
21,1,3,9,1
62,1,35,1,1
33,1,15,9,0
32,1,4,10,0
62,0,19,2,0
26,0,2,0,0
52,0,33,6,0
54,0,32,4,0
74,1,24,10,0
54,1,9,4,0
75,0,27,5,0
57,1,17,4,0
46,0,6,6,0
27,1,5,3,0
75,0,26,0,0
44,0,22,1,0
49,0,11,3,1
56,1,6,7,1
47,1,27,1,0
35,1,4,10,0
44,1,18,10,0
45,0,13,6,0
67,1,16,10,0
69,1,17,0,0
79,0,10,1,0
84,0,14,10,1
21,1,0,4,1
57,0,38,8,0
80,0,13,3,1
63,0,34,5,1
42,1,7,3,1
77,1,46,9,0
39,0,16,6,1
58,0,32,1,0
74,1,45,9,0
83,1,39,9,0
28,1,7,8,1
33,1,15,1,0
69,0,11,8,1
38,0,14,8,0
41,1,16,9,0
18,1,0,5,0
60,0,25,6,0
69,1,8,9,1
55,0,21,1,1
76,0,7,3,1
23,0,4,8,0
19,0,0,5,0
77,0,35,7,0
50,1,16,9,0
21,0,2,5,0
43,1,6,2,0
35,0,2,8,0
66,0,7,4,0
56,1,32,3,0
57,1,23,5,0
83,0,36,10,0
74,1,28,0,0
36,0,14,7,1
63,1,15,7,0
79,1,23,2,0
28,1,7,3,0
50,0,3,4,0
56,0,17,5,0
80,1,8,5,0
64,1,44,10,0
36,0,16,8,0
51,1,26,2,0
72,0,7,1,0
64,0,44,8,0
61,0,24,6,0
50,0,27,6,0
20,0,1,9,0
54,0,13,7,0
72,0,31,5,0
84,1,41,0,0
69,0,14,10,0
54,1,14,7,0
42,0,9,2,0
43,0,18,2,0
34,1,0,0,1
54,1,25,9,1
72,1,47,7,1
84,1,26,2,1
30,0,5,10,0
19,0,1,1,0
20,0,2,0,0
84,0,39,1,1
25,0,3,9,1
74,0,21,10,1
60,0,27,0,0
58,0,7,10,0
22,1,4,10,0
74,0,4,9,0
44,0,25,8,0
19,1,0,3,0
47,0,26,2,0
23,0,5,2,0
28,0,4,10,0
46,1,15,9,0
66,0,17,3,0
31,0,11,9,0
20,0,2,5,1
23,0,4,10,0
84,0,13,0,0
19,0,0,2,0
75,0,11,7,0
80,1,44,4,1
29,1,5,8,1
30,1,11,4,0
37,0,11,0,0
41,0,21,0,0
61,1,4,2,0
60,0,6,5,0
70,0,5,1,0
77,1,26,9,0
19,0,1,4,0
41,1,8,3,0
30,1,10,2,0
70,0,6,6,1
58,1,23,1,0
42,0,17,3,0
29,0,5,5,0
58,1,39,5,0
48,1,9,10,0
61,0,36,6,0
29,1,7,7,0
53,1,28,6,1
81,0,18,7,0
33,0,9,1,1
61,1,19,0,0
51,0,23,8,0
70,1,19,4,0
40,1,0,8,0
43,1,14,6,1
30,1,3,0,1
84,1,59,9,1
74,1,13,6,0
32,1,9,1,0
21,1,1,1,0
33,0,11,5,0
77,0,49,0,0
74,0,13,5,1
68,1,30,5,1
30,0,5,2,0
69,1,0,8,1
34,0,9,6,0
27,1,7,7,0
83,0,42,1,0
82,1,32,10,0
63,0,14,2,1
39,1,10,10,0
49,1,15,0,0
24,1,0,7,0
57,1,17,7,0
56,1,9,4,0
53,0,12,4,1
25,1,0,2,1
38,1,14,2,0
30,1,9,3,0
50,1,21,0,0
24,1,0,5,0
69,0,14,5,0
66,0,15,7,0
31,0,7,8,0
18,0,0,5,1
26,0,4,8,0
28,1,4,10,0
29,0,1,0,0
79,1,22,1,0
73,0,35,7,1
68,1,45,6,0
52,1,5,0,0
26,0,5,3,0
73,1,7,5,0
63,1,17,4,0
39,0,1,8,0
63,0,22,9,0
72,1,39,0,0
81,0,35,2,0
66,1,25,10,0
79,0,52,5,0
71,0,26,3,0
70,0,47,6,0
45,1,24,5,0
58,1,0,9,0
27,1,1,9,0
66,0,43,6,0
47,0,27,0,0
62,0,43,2,0
49,1,8,9,1
57,1,23,3,0
68,1,37,8,0
67,1,8,2,0
85,1,33,1,0
61,0,12,9,0
70,0,26,4,0
63,0,14,0,0
50,0,15,2,0
52,0,32,2,0
21,0,1,6,0
59,1,31,8,0
38,1,17,5,0
56,1,36,5,0
54,1,10,4,0
61,1,35,7,0
60,1,1,0,1
68,0,0,4,0
30,1,3,4,0
28,0,0,0,0
59,1,15,6,0
32,0,7,5,0
45,0,27,9,0
26,0,5,1,0
70,1,48,2,0
46,1,7,9,1
74,0,40,10,1
67,1,42,6,0
48,0,16,2,0
68,1,15,10,1
47,1,25,10,0
76,0,24,8,0
56,1,31,4,0
37,0,11,7,0
61,1,21,9,1
60,0,12,0,0
44,1,10,2,0
34,1,3,8,0
49,0,18,8,1
23,1,2,7,0
45,1,15,10,1
47,1,5,2,0
62,1,11,0,0
43,0,7,5,0
58,1,4,3,0
29,0,10,9,0
55,0,16,4,0
68,1,9,9,0
45,1,17,4,0
61,1,7,10,0
48,0,9,10,0
47,0,1,5,0
20,0,1,2,0
58,1,38,2,1
50,0,27,10,0
29,1,4,5,1
38,0,10,0,0
85,1,58,8,1
32,1,13,4,0
47,1,15,7,0
52,1,10,2,0
39,0,1,2,0
67,0,7,0,0
27,1,7,8,0
29,1,2,5,1
49,0,14,5,0
69,0,24,4,1
81,0,11,0,0
52,0,13,0,0
75,1,23,10,1
75,0,46,2,0
52,0,9,2,0
61,1,19,10,1
38,0,4,3,0
53,0,7,9,1
47,1,4,9,0
31,0,4,1,0
69,0,15,3,0
58,1,7,2,0
48,1,29,5,0
68,0,5,10,0
62,1,31,4,0
34,0,6,1,0
21,1,3,7,0
27,0,9,10,0
38,0,9,0,0
21,0,3,4,0
59,1,27,8,0
54,0,20,10,0
22,1,4,9,1
75,0,14,3,0
42,1,4,10,0
25,1,2,8,0
26,1,2,10,0
41,1,4,4,0
70,0,24,5,1
29,0,3,2,0
62,1,12,1,0
45,1,18,6,0
73,1,46,1,1
64,1,35,8,0
80,1,61,8,0
76,1,12,9,0
26,1,4,4,0
34,1,16,2,1
54,0,27,7,0
76,1,21,2,1
38,0,14,10,0
82,1,23,6,0
63,1,19,1,0
53,1,14,10,0
30,0,11,7,0
67,0,42,10,0
50,1,22,4,0
76,0,46,7,0
24,0,3,0,0
20,0,0,5,0
80,0,22,2,1
61,1,16,3,1
39,1,15,10,0
44,0,15,7,0
52,0,24,1,0
75,1,14,1,1
35,0,8,10,0
58,1,36,3,0
79,0,32,2,0
23,0,3,6,0
80,0,61,4,1
54,0,7,4,0
29,1,7,10,0
41,1,2,1,0
66,0,5,8,0
53,1,22,3,1
43,1,24,2,0
81,1,12,1,0
53,0,10,8,1
46,1,5,6,0
55,0,24,1,0
36,1,17,10,0
29,1,9,2,0
28,0,7,4,0
19,0,1,2,0
19,0,0,3,1
24,1,3,2,0
49,0,24,3,0
72,0,18,8,1
42,0,18,10,0
35,0,8,9,0
48,1,5,8,0
50,1,13,1,0
70,0,16,1,0
25,1,7,6,1
53,0,16,10,0
78,0,50,1,1
25,1,4,9,0
46,0,20,7,0
38,1,10,0,0
18,0,0,1,0
67,1,30,9,0
82,1,19,1,0
18,0,0,5,0
76,0,16,6,0
53,1,34,2,0
22,0,0,10,0
42,0,23,5,0
39,0,5,6,1
53,1,27,0,0
27,0,6,4,0
68,1,12,7,0
37,0,12,10,0
63,0,31,0,1
72,1,26,0,0
49,0,21,0,0
67,1,4,1,1
26,0,2,9,0
52,0,19,6,0
80,0,38,6,1
20,0,0,0,0
31,0,5,3,0
80,0,51,8,0
21,0,2,8,0
19,1,1,7,0
54,1,7,3,0
56,0,33,6,0
36,1,15,2,0
51,0,15,0,0
81,0,43,3,0
18,1,0,3,1
71,1,32,3,0
40,0,22,6,0
31,1,13,0,0
37,1,0,4,0
52,0,7,6,0
74,1,1,4,0
82,0,20,6,1
78,0,48,10,0
73,1,41,4,0
25,0,7,10,0
41,0,17,4,0
40,0,20,5,0
56,0,14,10,1
30,1,5,3,0
50,1,7,2,0
70,1,6,9,0
49,1,14,5,0
72,1,47,4,0
72,1,31,1,0
82,0,47,6,1
20,0,0,2,0
67,1,28,5,0
55,0,28,4,0
75,0,15,9,0
82,1,32,10,1
52,1,21,3,1
28,0,9,9,0
42,1,22,7,0
37,0,14,0,1
34,1,11,6,0
75,1,9,2,1
48,1,23,7,0
81,1,10,1,0
58,0,5,9,0
76,0,50,1,0
84,0,28,8,0
72,1,23,6,0
45,0,26,0,0
80,0,38,0,0
77,0,46,2,0
59,0,13,2,0
28,0,6,0,0
60,1,13,2,0
43,0,8,0,0
26,1,5,4,0
65,0,45,1,0
63,1,28,10,0
24,0,2,9,0
52,1,30,10,0
82,0,46,6,0
55,0,14,9,0
61,0,17,6,0
42,0,24,1,0
59,1,38,5,0
52,0,15,9,0
35,1,14,8,0
58,1,15,6,1
43,1,14,1,0
37,1,10,1,0
84,1,31,10,1
41,1,21,0,1
34,0,13,5,0
73,0,54,5,0
76,0,17,4,1
23,1,4,8,1
85,1,1,9,0
47,1,6,1,0
80,1,62,10,0
44,1,24,3,0
25,1,6,5,0
21,0,2,8,0
77,1,46,2,0
53,0,23,3,0
61,0,34,10,0
24,0,1,0,0
28,0,1,10,1
61,1,10,2,1
84,1,0,5,0
33,1,7,0,0
60,1,25,4,0
32,0,9,9,0
43,0,7,3,0
34,1,3,0,0
72,1,26,6,0
57,0,4,0,0
67,0,3,3,0
49,0,9,0,1
42,0,4,3,0
76,1,20,4,1
43,0,17,2,0
22,0,0,1,0
53,1,13,8,1
59,1,18,6,0
69,1,15,3,0
52,0,12,5,0
75,0,28,5,0
67,0,5,8,0
30,0,12,6,0
70,1,19,9,1
23,1,5,2,0
72,0,27,1,0
71,1,13,6,1
40,0,4,8,1
27,1,3,4,0
43,1,6,3,0
85,0,41,4,0
74,1,19,8,1
41,1,21,8,0
22,1,0,9,0
54,1,33,4,1
57,0,26,1,0
68,1,22,7,0
64,1,0,7,0
32,0,6,9,1
81,1,40,6,0
36,0,14,4,0
63,0,29,4,1
62,0,35,3,1
64,0,36,3,1
49,1,27,2,1
56,1,30,10,0
51,0,31,8,0
26,1,2,5,1
74,1,41,7,0
45,0,10,0,0
26,1,5,3,1
76,0,25,8,0
31,1,0,9,0
38,1,14,9,0
64,0,41,5,0
28,0,9,0,0
21,0,3,7,0
57,1,21,6,0
70,1,27,8,0
46,1,13,4,0
82,1,7,9,1
20,0,2,2,1
59,1,29,8,1
38,1,14,10,0
45,0,13,9,0
46,0,18,6,0
52,1,13,5,0
52,1,28,0,1
44,0,16,1,0
22,1,2,0,0
47,1,23,9,0
78,1,27,4,0
84,1,39,1,0
83,0,45,0,0
43,0,19,0,1
78,0,26,4,1
39,0,0,9,0
83,1,16,5,0
69,0,17,0,0
22,0,0,10,0
80,1,35,8,0
25,0,0,8,1
28,0,1,8,0
34,0,4,10,0
84,1,35,3,0
83,1,60,10,0
55,0,1,10,0
48,1,27,3,0
59,1,39,10,1
23,1,4,2,0
56,0,19,1,0
51,0,20,10,0
47,0,18,2,0
83,1,47,5,0
30,1,11,6,0
84,1,51,10,0
30,0,8,6,0
56,1,21,7,0
66,1,28,2,0
46,1,18,7,0
23,0,0,3,0
39,1,9,9,0
33,1,1,1,0
33,0,2,2,0
48,1,30,5,0
47,0,20,0,0
23,1,5,7,0
28,1,8,1,0
67,0,8,9,0
51,0,22,10,1
19,0,1,10,0
66,1,29,5,0
61,1,22,10,0
70,0,12,0,0
38,1,19,6,0
31,1,13,2,0
34,0,5,5,0
27,0,7,9,0
66,1,45,5,0
54,0,9,0,1
42,0,19,8,0
30,1,2,4,1
45,0,25,2,0
72,1,54,9,0
18,1,0,4,0
73,1,7,5,0
81,1,15,1,0
45,1,9,3,0
20,1,1,2,0
85,0,10,7,0
65,1,18,10,0
80,1,38,6,1
27,0,2,2,0
65,1,3,3,0
63,1,42,0,0
52,1,28,1,1
70,1,32,6,0
58,0,31,8,1
50,1,19,6,1
48,0,18,7,0
37,0,13,9,0
26,0,7,8,0
47,0,27,9,0
36,0,9,9,0
68,0,38,3,1
63,1,19,8,0
47,1,3,6,0
48,0,11,2,0
75,1,40,7,0
82,0,31,3,0
59,0,27,3,0
27,1,7,0,0
58,0,10,7,0
66,0,12,5,1
35,1,16,5,0
30,1,5,1,1
37,0,17,0,0
23,1,5,6,0
44,0,20,1,0
19,0,0,7,0
62,0,0,7,0
84,0,51,5,0
24,0,0,10,0
24,0,4,8,0
39,0,7,4,1
20,1,1,1,0
85,1,35,0,0
70,0,19,3,0
22,0,3,5,0
62,0,29,8,0
59,1,30,6,0
19,0,0,7,1
51,0,22,4,0
75,0,38,3,0
40,1,11,1,0
60,1,25,9,0
23,0,4,8,0
81,0,40,7,0
64,1,21,8,0
71,0,40,0,0
47,0,6,0,0
39,1,17,5,0
32,1,10,4,0
48,0,3,7,1
18,0,0,2,0
32,1,13,3,0
22,1,1,5,0
47,1,2,10,0
67,0,36,9,0
48,0,7,4,0
54,0,4,2,0
41,1,3,3,1
40,0,21,8,0
82,0,1,9,0
83,0,16,5,0
72,1,10,0,1
80,0,8,7,0
44,0,8,6,0
61,0,35,4,0
43,1,8,6,1
58,0,22,10,0
47,0,8,9,0
70,0,28,10,0
58,1,38,2,0
43,0,25,6,0
83,0,45,5,0
63,1,20,4,0
36,0,14,0,0
33,1,14,0,0
42,0,16,5,0
26,1,6,9,0
33,0,13,2,0
65,1,18,3,0
30,1,7,4,0
50,1,4,2,0
20,0,0,4,1
20,0,1,8,0
57,0,21,5,0
30,1,9,6,0
52,0,24,9,0
78,0,13,1,1
25,1,2,2,1
31,1,11,2,1
34,1,9,4,0
54,1,21,3,0
41,1,2,5,0
46,1,15,9,0
27,0,2,7,0
26,0,0,7,0
78,0,31,8,0
72,0,48,0,1
19,1,1,10,0
56,0,6,5,0
80,0,4,0,1
36,0,6,7,0
43,0,22,3,0
42,1,4,9,0
45,0,20,5,0
80,1,37,9,0
22,1,3,2,0
57,1,14,9,0
21,0,3,5,0
30,0,6,10,0
61,1,41,5,0
50,1,27,10,0
38,1,12,8,0
74,1,40,0,0
33,1,5,8,0
61,1,14,10,0
78,0,37,9,0
18,1,0,3,0
46,1,5,7,0
69,0,34,4,1
58,0,14,2,0
42,0,15,0,0
80,1,8,1,0
65,1,11,10,1
70,1,30,10,0
62,0,19,6,0
31,0,10,9,0
34,1,5,2,0
26,0,0,0,0
36,0,4,8,0
84,1,1,2,0
77,1,50,0,0
83,0,11,0,0
33,0,4,3,0
62,0,8,8,0
70,1,11,0,0
36,1,7,10,0
73,1,36,7,0
48,1,5,5,0
69,0,1,2,0
83,0,28,2,1
46,1,7,8,1
78,0,10,3,0
69,0,29,2,0
24,0,6,3,0
29,1,9,3,0
74,0,46,0,0
41,0,23,6,0
20,1,1,3,0
30,1,2,4,0
46,0,13,1,0
29,1,1,4,0
76,0,3,6,0
38,0,8,2,0
76,1,56,2,0
53,1,30,6,0
79,0,40,6,1
43,0,20,0,0
44,1,6,6,1
43,0,15,7,1
64,0,8,3,0
69,1,35,9,0
21,0,0,3,0
57,0,28,5,0
25,0,0,2,0
83,0,12,1,0
42,1,11,8,0
21,0,1,8,0
51,0,16,9,0
66,0,25,6,0
84,0,21,9,0
71,1,10,9,0
62,0,12,0,0
47,1,14,6,1
76,1,35,9,0
67,1,7,6,0
33,0,4,7,0
75,0,0,8,0
61,1,19,3,0
25,0,2,8,0
37,0,10,2,0
37,0,17,7,0
52,0,33,2,0
24,0,6,6,0
82,1,13,5,0
40,0,4,8,0
80,0,22,5,0
27,1,7,5,1
58,1,34,1,0
28,0,1,8,0
70,0,7,10,1
37,0,13,3,0
41,0,6,5,1
73,0,0,5,0
74,0,30,7,0
20,0,0,9,0
52,1,23,4,0
22,1,0,2,1
78,0,2,2,1
43,0,10,5,0
64,1,7,4,0
67,1,46,2,0
61,0,21,3,0
66,1,10,5,0
65,0,30,8,0
50,0,32,8,0
83,0,6,7,0
71,0,19,5,0
28,0,8,0,0
59,0,41,5,0
23,1,4,6,0
19,1,1,3,0
28,0,5,9,1
72,1,4,0,0
75,1,7,4,0
80,0,6,9,0
53,0,29,9,0
75,1,29,6,0
36,1,7,5,1
72,1,4,1,0
62,0,5,1,0
42,0,17,6,1
39,1,12,4,0
26,1,1,1,0
18,1,0,6,1
70,0,50,6,0
62,0,36,1,1
46,1,24,1,1
56,1,6,4,0
33,0,10,10,0
29,1,0,2,0
56,0,38,7,0
63,1,45,0,0
62,1,4,4,0
46,0,13,7,0
18,1,0,8,0
34,1,11,2,0
23,1,3,6,0
76,0,56,10,0
48,0,16,5,0
82,0,38,9,0
76,0,23,2,1
75,1,26,10,0
79,1,14,5,0
75,0,41,3,0
66,1,12,2,0
59,1,4,10,0
26,1,6,1,0
82,1,63,4,0
76,1,18,10,0
22,0,3,2,0
62,0,18,3,0
26,1,3,1,0
40,0,15,7,0
34,1,1,5,0
36,1,17,3,0
42,1,4,8,0
67,1,6,0,1
51,1,26,10,0
65,1,17,2,0
37,0,11,0,0
44,1,20,9,0
49,0,16,1,0
38,1,17,3,0
43,0,15,3,0
66,0,26,2,0
76,1,51,9,0
37,1,17,8,0
55,1,33,0,0
65,1,40,6,0
80,0,39,1,0
38,0,0,6,0
46,0,12,3,0
82,1,37,6,0
28,0,4,9,0
53,0,14,2,1
18,0,0,4,0
59,1,31,8,0
39,1,4,4,0
47,0,10,1,0
46,0,18,8,0
60,0,5,0,1
25,0,1,5,0
69,1,37,5,0
43,0,12,2,0
85,0,57,3,1
84,0,13,9,1
56,1,26,2,0
27,0,8,3,0
68,1,43,10,0
79,1,6,6,0
76,1,22,5,0
62,1,12,5,1
45,0,24,10,0
27,0,6,2,1
24,1,4,0,0
60,1,7,8,0
55,0,35,4,0
19,1,1,0,0
33,1,1,10,0
70,0,47,5,0
84,1,57,0,1
31,0,4,7,1
48,1,28,5,1
21,0,2,5,0
63,0,16,10,0
73,1,9,4,0
43,0,12,1,0
76,0,18,1,1
24,1,3,0,0
60,0,5,1,0
84,1,60,8,0
67,1,8,10,0
19,0,1,8,0
84,0,20,1,1
26,1,3,3,0
23,0,0,8,0
25,1,1,4,0
33,1,8,10,0
75,1,28,4,0
63,1,37,6,0
51,0,22,5,0
24,0,1,6,0
28,1,9,0,0
76,0,22,10,0
82,1,24,0,0
36,0,5,7,0
19,1,0,9,0
72,0,35,10,0
65,0,22,5,0
35,1,1,9,0
46,1,13,2,1
71,0,36,1,0
62,1,13,6,1
40,1,3,1,0
85,0,8,8,0
18,0,0,7,0
57,0,24,3,0
84,0,28,5,0
42,1,17,4,0
73,1,49,2,0
40,1,9,0,0
23,1,0,7,0
65,1,13,8,0
33,1,13,1,0
53,0,3,10,0
26,0,3,8,0
67,0,41,3,0
27,0,3,6,0
77,1,1,2,0
55,0,25,4,0
35,1,14,9,0
25,0,5,3,0
79,0,3,1,0
18,1,0,6,0
26,0,1,8,0
50,0,7,1,1
43,1,11,0,1
66,0,23,4,0
19,1,1,2,1
47,1,10,1,0
38,0,14,10,0
40,1,11,1,0
76,0,5,10,0
64,1,36,9,1
22,1,3,6,0
57,0,34,8,0
28,0,4,0,0
23,1,4,7,1
83,1,28,0,0
20,0,2,5,1
62,1,2,4,0
65,1,35,8,0
64,0,43,10,1
42,0,7,9,0
33,1,9,3,0
52,1,3,2,0
42,1,0,5,0
44,1,17,5,1
54,1,18,7,0
25,1,6,3,0
43,0,15,7,0
37,1,12,10,1
67,1,41,8,1
60,0,8,9,0
84,1,52,9,0
61,1,15,7,1
78,0,47,7,0
24,0,1,4,0
26,0,3,7,0
80,1,22,6,0
22,1,2,7,0
79,1,27,1,1
54,0,15,6,0
84,1,61,3,0
29,1,5,9,0
41,1,16,1,0
85,1,7,4,0
85,0,33,3,0
21,0,0,6,0
31,1,10,9,0
84,0,2,0,0
78,1,37,5,0
23,0,0,0,0
48,1,15,0,0
62,1,25,9,0
46,1,6,1,0
63,1,11,10,0
52,0,20,2,0
62,1,20,0,0
67,1,2,1,0
52,0,6,4,0
82,1,64,0,0
48,1,2,0,0
56,0,36,1,0
28,0,0,0,0
25,0,7,4,0
68,0,25,6,0
57,0,16,5,0
35,0,9,5,0
20,0,1,5,0
69,0,15,4,0
24,0,5,8,0
45,1,3,4,0
65,0,24,4,0
27,1,2,8,0
29,1,6,1,0
38,1,11,1,1
47,0,15,6,0
48,0,18,9,1
30,0,10,8,1
59,1,13,0,0
22,0,3,10,0
21,1,0,1,0
23,0,4,1,0
62,0,10,3,1
35,1,15,0,0
62,0,2,8,0
77,0,34,7,0
40,0,14,0,0
47,1,29,6,0
46,1,3,8,0
33,1,14,5,0
32,1,2,5,0
53,0,19,7,0
37,0,5,8,0
44,1,8,4,1
42,0,12,6,1
31,0,2,2,0
38,1,12,10,0
52,1,31,7,0
35,1,16,6,0
20,1,0,8,0
51,1,16,10,0
61,1,26,4,0
29,0,1,10,0
76,0,23,2,1
22,1,3,1,1
78,1,18,7,0
45,0,16,10,0
71,0,9,3,1
55,0,25,4,0
55,1,29,10,1
19,1,1,1,0
43,0,1,3,0
58,0,13,7,0
40,1,3,1,0
30,1,8,9,0
41,0,21,5,1
43,1,17,5,0
56,1,30,7,0
76,1,1,7,0
39,0,21,4,0
24,1,4,8,1
48,0,2,2,0
23,1,0,7,0
81,1,38,7,0
33,0,0,8,0
24,1,0,4,0
40,1,16,6,0
75,1,25,3,0
18,1,0,9,0
24,0,3,6,0
52,1,14,10,0
27,1,2,0,0
57,0,0,7,0
84,1,41,9,0
47,0,24,1,0
23,0,2,7,0
68,0,41,8,0
31,1,2,5,0
52,1,15,8,0
47,0,28,4,0
30,0,6,10,0
34,1,10,10,0
66,0,29,5,1
61,1,32,5,1
80,0,40,2,0
82,1,1,6,0
54,1,32,10,0
20,0,2,2,0
58,1,29,8,0
18,1,0,2,0
85,1,54,1,0
28,1,9,0,0
26,1,5,5,0
69,0,26,6,1
42,1,11,1,0
73,0,21,3,0
54,1,35,2,0
40,0,7,2,1
71,0,32,4,0
72,1,15,1,0
84,0,56,8,1
41,1,5,3,0
79,0,22,8,0
21,1,0,4,0
73,0,32,10,0
66,1,10,3,0
84,1,43,1,0
53,0,16,0,0
80,0,15,8,1
25,0,4,8,0
62,1,7,8,0
77,1,36,2,0
83,0,3,6,0
67,0,16,3,0
63,1,37,6,0
35,0,3,6,1
40,1,10,1,0
46,0,11,1,0
52,1,25,5,0
36,1,13,7,0
78,1,7,1,1
79,1,57,7,0
43,0,5,2,0
33,1,7,1,0
26,0,2,7,0
50,0,26,9,0
58,1,0,8,0
50,1,20,8,1
35,0,6,1,0
43,0,2,10,1
58,0,1,1,0
39,1,11,9,0
78,1,12,3,1
31,0,2,3,0
36,0,8,10,0
62,1,18,8,0
46,1,20,5,0
54,1,14,3,0
68,1,18,7,0
41,1,21,8,1
77,1,26,8,0
71,1,14,4,0
71,1,47,4,0
34,1,5,3,0
47,1,12,7,0
26,1,3,6,1
37,0,15,8,0
54,1,15,5,1
39,1,19,6,0
29,1,10,8,0
45,1,8,4,0
67,0,27,4,0
51,0,21,4,0
83,0,65,6,0
19,0,0,9,0
30,1,12,9,0
27,0,9,5,1
19,1,1,6,0
60,0,18,9,0
33,0,9,10,1
62,0,44,3,0
49,1,4,5,0
54,0,10,7,1
52,0,21,6,0
26,0,6,8,1
54,0,5,6,0
79,0,18,3,0
77,1,47,7,0
57,1,5,10,0
35,0,10,10,0
55,0,25,1,0
68,1,46,0,0
38,1,15,3,0
58,1,16,8,0
60,0,12,10,0
69,1,27,0,0
25,1,1,8,0
75,1,5,7,0
59,0,24,3,0
72,0,22,0,0
58,1,32,5,0
64,1,38,8,0
49,0,6,6,0
70,1,1,5,0
76,0,19,10,0
79,1,19,2,1
31,0,5,10,1
28,1,4,2,0
18,1,0,6,0
40,1,14,6,0
65,0,31,2,1
60,0,24,7,0
51,1,17,2,0
72,1,7,2,0
66,1,12,6,0
77,1,50,1,0
44,1,4,0,0
32,0,5,8,0
82,1,6,2,1
28,0,7,10,0
61,1,18,6,0
81,0,14,5,0
41,1,4,4,0
57,0,24,7,0
23,0,5,4,0
51,0,14,1,0
68,1,42,2,0
24,0,2,2,1
49,1,25,9,1
59,0,4,5,0
22,1,1,7,0
33,1,11,5,0
30,0,4,4,0
18,0,0,3,1
65,0,23,4,0
40,1,6,9,0
58,0,27,1,1
29,1,6,5,0
37,0,19,7,0
81,0,39,9,0
34,1,15,4,0
45,1,0,5,0
25,1,3,6,0
36,1,5,6,1
62,0,13,5,0
54,1,36,4,0
33,1,0,5,0
55,1,10,8,0
79,0,49,1,0
51,1,31,6,0
76,1,40,7,0
39,1,13,9,0
55,0,0,6,0
35,1,3,8,0
57,0,25,3,1
85,1,1,2,1
42,0,12,4,0
83,0,13,2,0
85,1,62,9,0
45,0,10,2,0
61,0,30,5,0
76,0,16,0,0
58,1,24,8,0
72,1,38,0,1
52,0,22,10,0
63,1,44,6,0
72,1,1,6,0
69,1,28,3,1
83,1,24,4,0
78,0,53,6,0
41,0,14,4,0
80,1,54,3,0
19,0,0,8,1
81,1,31,10,0
46,1,23,10,1
19,0,0,8,1
83,0,59,2,0
24,0,6,10,0
78,1,57,3,0
35,0,3,5,0
33,0,10,4,0
73,0,22,3,0
73,1,27,1,0
32,0,8,6,0
72,1,50,4,1
34,0,14,9,0
53,0,3,2,0
30,0,4,0,0
27,1,3,8,0
52,1,32,8,0
82,1,52,9,0
37,1,12,2,0
68,1,12,8,0
58,1,7,2,0
36,0,18,0,1
21,0,1,2,0
19,0,1,3,0
72,0,43,0,0
67,1,47,9,0
79,1,46,2,0
36,0,17,3,0
38,0,19,9,1
25,1,1,4,0
46,0,2,1,1
70,1,20,9,1
21,0,2,4,1
78,0,38,7,0
58,0,0,4,0
60,0,37,1,0
41,1,10,8,0
39,0,1,4,0
51,0,18,3,1
72,1,48,4,0
83,1,44,10,0
41,1,9,9,0
24,0,1,3,0
29,0,6,10,0
79,1,40,10,0
73,0,51,9,0
31,0,9,9,0
18,0,0,7,0
51,0,21,2,0
29,0,5,1,0
42,1,5,0,0
58,1,34,3,0
44,0,19,4,0
44,0,8,2,0
48,0,12,7,0
48,0,28,10,0
72,0,15,10,0
56,0,28,7,0
20,1,0,9,1
47,1,24,0,0
31,1,7,9,0
41,1,5,4,1
79,0,44,7,0
62,1,30,9,0
59,1,28,8,1
60,1,39,7,0
26,1,4,9,0
72,0,28,8,0
47,1,8,4,0
64,1,8,10,0
70,0,31,9,1
