id,type,brand,car_spaces,passengers,antiquity,drive_permission,electric
615,Car,Bentley,2,1,14,1,0
616,Tractor,New Holland,1,1,5,1,0
617,Car,Jeep,4,1,8,1,1
618,Motorbyke,Yamaha,1,1,28,1,1
619,Motorbyke,Vespa,1,1,16,1,0
620,Car,Porsche,4,1,20,1,0
621,Motorbyke,Vespa,2,2,10,1,0
622,Van,Dacia,7,6,6,1,0
623,Lorry,Iveco,3,1,7,1,0
624,Tractor,Massey Ferguson,2,1,11,1,0
625,Van,Citroen,6,6,25,1,0
626,Motorbyke,Aprilia,1,1,3,1,0
627,Motorbyke,Ducati,1,1,3,1,0
628,Lorry,Agrale,3,1,20,1,0
629,Lorry,Iveco,3,3,15,1,0
630,Car,Ford,3,3,14,1,0
631,Motorbyke,Yamaha,2,1,30,1,0
632,Tractor,Case,2,1,2,1,0
633,Tractor,John Deere,1,1,14,1,0
634,Lorry,Volvo,3,1,23,1,0
635,Tractor,Lanz Bulldog,2,2,28,1,0
636,Tractor,Claas,2,1,6,1,0
637,Lorry,Agrale,3,3,12,1,0
638,Van,Seat,7,7,14,1,1
639,Without_carnet,Ligier,2,1,11,0,0
640,Without_carnet,Ligier,2,2,30,0,0
641,Lorry,Iveco,3,2,21,1,0
642,Tractor,Valtra,2,1,26,1,0
643,Motorbyke,Ducati,2,2,12,1,0
644,Motorbyke,Derbi,1,1,27,1,0
645,Without_carnet,Chatenet,2,1,7,0,0
646,Van,Seat,7,5,30,1,0
647,Van,Fiat,5,5,6,1,0
648,Car,Ferrari,3,1,28,1,0
649,Tractor,Lanz Bulldog,1,1,11,1,1
650,Motorbyke,Kawasaki,1,1,7,1,0
651,Car,Ford,2,2,25,1,0
652,Car,Fiat,3,2,17,1,0
653,Car,Audi,3,1,4,1,0
654,Motorbyke,Ducati,2,2,30,1,0
655,Car,Mitsubishi,4,4,3,1,0
656,Lorry,Agrale,3,1,4,1,0
657,Lorry,Mercedes-Benz,3,2,27,1,0
658,Car,Ferrari,4,2,13,1,0
659,Without_carnet,Aixam,2,1,15,0,0
660,Tractor,Deutz,1,1,24,1,0
661,Lorry,Iveco,3,3,23,1,0
662,Tractor,Fendt,1,1,9,1,0
663,Car,Saab,4,1,2,1,1
664,Tractor,Massey Ferguson,2,1,9,1,0
665,Motorbyke,Aprilia,1,1,6,1,0
666,Lorry,Pegaso,3,1,5,1,0
667,Motorbyke,Aprilia,2,2,11,1,0
668,Van,Opel,7,5,1,1,0
669,Motorbyke,Harley Davidson,1,1,23,1,1
670,Car,Aston Martin,4,1,23,1,0
671,Van,Fiat,8,5,19,1,0
672,Motorbyke,Derbi,2,2,29,1,0
673,Lorry,Iveco,3,2,29,1,0
674,Motorbyke,Ducati,1,1,26,1,0
675,Car,Cadillac,2,1,14,1,0
676,Motorbyke,Kawasaki,1,1,1,1,0
677,Car,Honda,3,3,3,1,0
678,Car,Honda,5,1,8,1,0
679,Without_carnet,Aixam,2,1,5,0,0
680,Lorry,Volvo,3,2,25,1,0
681,Van,Toyota,7,7,29,1,0
682,Car,Opel,3,2,23,1,0
683,Without_carnet,Ligier,2,2,16,0,0
684,Motorbyke,Derbi,1,1,21,1,0
685,Without_carnet,Microcar,2,1,26,0,0
686,Motorbyke,Vespa,1,1,24,1,0
687,Lorry,Volvo,3,3,14,1,1
688,Tractor,John Deere,1,1,22,1,1
689,Without_carnet,Microcar,2,2,3,0,0
690,Tractor,New Holland,1,1,16,1,1
691,Tractor,John Deere,1,1,23,1,1
692,Tractor,Case,1,1,28,1,0
693,Tractor,Claas,2,2,29,1,0
694,Lorry,Mercedes-Benz,3,2,27,1,0
695,Without_carnet,Microcar,1,1,25,0,0
696,Motorbyke,Aprilia,1,1,20,1,0
697,Van,Nissan,7,7,14,1,0
698,Without_carnet,Aixam,1,1,20,0,0
699,Tractor,Lanz Bulldog,1,1,30,1,0
700,Car,Toyota,4,4,10,1,0
701,Without_carnet,Chatenet,2,2,5,0,0
702,Lorry,Pegaso,3,1,2,1,0
703,Lorry,Volvo,3,2,13,1,0
704,Lorry,Iveco,3,2,7,1,1
705,Lorry,Iveco,3,1,3,1,0
706,Van,Volkswagen,6,5,6,1,0
707,Tractor,Lanz Bulldog,1,1,3,1,0
708,Without_carnet,Aixam,1,1,24,0,0
709,Without_carnet,Chatenet,1,1,25,0,0
710,Van,Seat,7,7,30,1,0
711,Motorbyke,Yamaha,1,1,5,1,0
712,Car,Bugatti,5,2,7,1,1
713,Tractor,John Deere,1,1,24,1,0
714,Van,Fiat,7,7,14,1,0
715,Without_carnet,Microcar,2,1,28,0,0
716,Without_carnet,Ligier,2,2,20,0,0
717,Car,Maserati,5,1,22,1,0
718,Motorbyke,Aprilia,1,1,27,1,0
719,Without_carnet,Aixam,2,1,26,0,0
720,Tractor,Massey Ferguson,1,1,28,1,0
721,Tractor,Massey Ferguson,1,1,17,1,0
722,Van,Toyota,7,7,6,1,0
723,Lorry,Agrale,3,3,18,1,1
724,Motorbyke,Aprilia,1,1,30,1,1
725,Lorry,Agrale,3,3,18,1,0
726,Van,Opel,5,5,8,1,1
727,Lorry,Agrale,3,3,8,1,0
728,Tractor,Valtra,2,2,24,1,0
729,Tractor,Valtra,1,1,3,1,0
730,Motorbyke,KTM,2,1,17,1,0
731,Without_carnet,Ligier,2,2,1,0,0
732,Tractor,New Holland,2,1,24,1,0
733,Tractor,Valtra,2,1,26,1,0
734,Motorbyke,KTM,2,1,5,1,1
735,Motorbyke,Kawasaki,1,1,11,1,0
736,Motorbyke,Aprilia,2,2,17,1,0
737,Tractor,Case,1,1,29,1,0
738,Tractor,Ford,2,2,8,1,0
739,Van,Opel,6,6,13,1,0
740,Car,Rolls Royce,5,4,15,1,0
741,Car,Opel,2,2,4,1,0
742,Van,Opel,8,8,21,1,0
743,Car,Nissan,4,2,14,1,1
744,Motorbyke,Harley Davidson,1,1,23,1,0
745,Without_carnet,Chatenet,2,1,26,0,0
746,Van,Volkswagen,8,6,15,1,0
747,Tractor,Massey Ferguson,2,2,29,1,0
748,Car,Ford,2,1,1,1,0
749,Tractor,John Deere,2,2,1,1,0
750,Lorry,Mercedes-Benz,3,1,23,1,0
751,Lorry,Volvo,3,3,12,1,0
752,Tractor,Claas,2,2,12,1,0
753,Car,Jeep,2,2,11,1,0
754,Motorbyke,Derbi,2,1,10,1,0
755,Tractor,Fendt,2,1,25,1,0
756,Lorry,Mercedes-Benz,3,2,7,1,0
757,Without_carnet,Chatenet,2,2,30,0,0
758,Motorbyke,Vespa,1,1,24,1,0
759,Motorbyke,Vespa,2,1,9,1,0
760,Lorry,Iveco,3,1,4,1,0
761,Tractor,Valtra,2,2,13,1,0
762,Van,Peugeot,5,5,19,1,0
763,Lorry,Iveco,3,1,25,1,0
764,Motorbyke,Derbi,1,1,15,1,0
765,Van,Nissan,7,6,28,1,0
766,Van,Renault,5,5,14,1,0
767,Van,Citroen,6,5,24,1,0
768,Motorbyke,Harley Davidson,2,2,21,1,0
769,Without_carnet,Ligier,1,1,10,0,0
770,Without_carnet,Chatenet,2,1,6,0,0
771,Van,Renault,5,5,21,1,1
772,Motorbyke,Harley Davidson,2,1,4,1,0
773,Car,Bugatti,2,1,13,1,0
774,Car,Alfa Romeo,5,3,23,1,1
775,Van,Volkswagen,7,5,5,1,1
776,Car,Jeep,4,1,3,1,0
777,Motorbyke,Vespa,1,1,3,1,0
778,Lorry,Mercedes-Benz,3,1,0,1,0
779,Car,Tesla,3,3,30,1,0
780,Without_carnet,Ligier,2,2,1,0,0
781,Motorbyke,Harley Davidson,1,1,5,1,0
782,Car,Lamborgini,2,1,4,1,0
783,Motorbyke,Derbi,1,1,8,1,0
784,Without_carnet,Ligier,1,1,7,0,0
785,Van,Iveco,8,5,0,1,0
786,Motorbyke,Kawasaki,1,1,20,1,0
787,Lorry,Agrale,3,2,7,1,0
788,Tractor,Case,1,1,23,1,0
789,Without_carnet,Aixam,1,1,5,0,0
790,Van,Dacia,6,5,13,1,0
791,Car,Chrysler,3,1,7,1,0
792,Car,Suzuki,4,4,0,1,0
793,Lorry,Mercedes-Benz,3,1,11,1,0
794,Lorry,Agrale,3,3,12,1,0
795,Motorbyke,KTM,2,2,7,1,0
796,Tractor,Lanz Bulldog,1,1,26,1,0
797,Car,Renault,5,2,11,1,1
798,Car,Peugeot,5,3,10,1,0
799,Lorry,Iveco,3,2,16,1,0
800,Lorry,Pegaso,3,1,5,1,0
801,Van,Opel,6,6,25,1,0
802,Van,Mercedes-Benz,7,5,23,1,0
803,Car,Maserati,5,5,13,1,0
804,Van,Seat,7,6,9,1,0
805,Lorry,Pegaso,3,3,27,1,0
806,Lorry,Pegaso,3,2,20,1,0
807,Van,Seat,5,5,8,1,0
808,Motorbyke,Harley Davidson,1,1,6,1,0
809,Car,Mitsubishi,4,2,30,1,0
810,Tractor,Ford,1,1,29,1,0
811,Motorbyke,Vespa,2,2,8,1,0
812,Without_carnet,Aixam,1,1,23,0,0
813,Van,Citroen,6,5,23,1,1
814,Lorry,Mercedes-Benz,3,1,26,1,0
815,Van,Peugeot,8,5,10,1,0
816,Car,Pagani,3,1,28,1,1
817,Without_carnet,Microcar,1,1,12,0,0
818,Tractor,John Deere,1,1,2,1,0
819,Van,Renault,6,5,26,1,0
820,Lorry,Volvo,3,3,16,1,0
821,Van,Opel,6,5,21,1,0
822,Without_carnet,Aixam,1,1,25,0,0
823,Tractor,Ford,1,1,1,1,0
824,Without_carnet,Microcar,2,2,16,0,0
825,Motorbyke,Vespa,2,2,23,1,0
826,Car,Bugatti,3,1,1,1,0
827,Without_carnet,Chatenet,2,1,13,0,0
828,Lorry,Agrale,3,2,23,1,0
829,Motorbyke,Harley Davidson,1,1,15,1,0
830,Without_carnet,Ligier,2,1,23,0,0
831,Tractor,Massey Ferguson,1,1,9,1,0
832,Motorbyke,Vespa,2,1,8,1,0
833,Car,Fiat,5,5,3,1,0
834,Car,KIA,3,3,6,1,0
835,Lorry,Mercedes-Benz,3,1,10,1,0
836,Van,Mercedes-Benz,7,5,6,1,0
837,Without_carnet,Aixam,1,1,29,0,1
838,Car,Koenigsegg,3,1,15,1,0
839,Car,Lamborgini,5,1,24,1,0
840,Motorbyke,Kawasaki,1,1,16,1,0
841,Motorbyke,Kawasaki,2,2,10,1,0
842,Van,Citroen,6,6,11,1,0
843,Van,Opel,7,7,2,1,0
844,Car,Ferrari,2,2,30,1,1
845,Tractor,Deutz,1,1,15,1,0
846,Van,Seat,5,5,11,1,0
847,Motorbyke,Harley Davidson,2,1,26,1,0
848,Tractor,Fendt,1,1,0,1,0
849,Tractor,Lanz Bulldog,2,2,7,1,0
850,Without_carnet,Microcar,1,1,15,0,0
851,Car,Fiat,5,5,23,1,0
852,Tractor,Fendt,2,2,28,1,0
853,Van,Nissan,5,5,7,1,0
854,Lorry,Agrale,3,1,20,1,0
855,Motorbyke,Kawasaki,2,2,1,1,0
856,Van,Opel,5,5,21,1,0
857,Lorry,Agrale,3,1,1,1,0
858,Lorry,Mercedes-Benz,3,2,3,1,0
859,Without_carnet,Chatenet,1,1,14,0,0
860,Car,Porsche,2,1,6,1,1
861,Car,Bentley,4,4,8,1,0
862,Without_carnet,Chatenet,1,1,5,0,0
863,Lorry,Agrale,3,1,22,1,0
864,Tractor,Lanz Bulldog,2,1,14,1,0
865,Van,Seat,8,8,2,1,0
866,Motorbyke,Harley Davidson,2,2,13,1,0
867,Van,Mercedes-Benz,6,6,2,1,0
868,Motorbyke,Derbi,2,2,30,1,0
869,Van,Nissan,6,6,1,1,0
870,Tractor,Fendt,1,1,23,1,0
871,Tractor,Fendt,1,1,27,1,0
872,Motorbyke,KTM,2,2,22,1,0
873,Lorry,Iveco,3,3,5,1,0
874,Tractor,Claas,2,2,28,1,0
875,Tractor,Claas,2,2,3,1,0
876,Van,Iveco,6,5,15,1,0
877,Without_carnet,Ligier,1,1,3,0,0
878,Without_carnet,Microcar,1,1,21,0,1
879,Without_carnet,Ligier,1,1,26,0,0
880,Van,Peugeot,6,6,28,1,0
881,Car,Toyota,3,2,4,1,0
882,Van,Citroen,7,7,11,1,0
883,Car,Renault,2,1,2,1,0
884,Van,Dacia,6,6,17,1,0
885,Lorry,Agrale,3,3,21,1,1
886,Lorry,Mercedes-Benz,3,1,22,1,1
887,Lorry,Pegaso,3,3,11,1,0
888,Car,Fiat,4,1,9,1,0
889,Tractor,Lanz Bulldog,1,1,19,1,0
890,Without_carnet,Chatenet,2,1,9,0,0
891,Without_carnet,Aixam,1,1,9,0,0
892,Car,Hyunday,4,3,8,1,0
893,Motorbyke,KTM,1,1,20,1,1
894,Without_carnet,Aixam,2,2,12,0,0
895,Car,Chevrolet,4,3,15,1,0
896,Tractor,Massey Ferguson,2,2,21,1,0
897,Tractor,Massey Ferguson,2,1,5,1,0
898,Motorbyke,Yamaha,2,2,3,1,0
899,Van,Iveco,7,5,21,1,0
900,Lorry,Volvo,3,1,10,1,0
901,Lorry,Agrale,3,3,30,1,0
902,Lorry,Agrale,3,1,17,1,0
903,Motorbyke,Ducati,2,1,30,1,0
904,Tractor,Deutz,2,2,0,1,0
905,Lorry,Volvo,3,2,14,1,0
906,Without_carnet,Aixam,2,2,7,0,0
907,Motorbyke,Kawasaki,2,2,11,1,0
908,Car,Chevrolet,3,1,9,1,1
909,Motorbyke,Vespa,2,2,5,1,0
910,Van,Toyota,8,5,2,1,0
911,Car,Opel,5,3,11,1,0
912,Without_carnet,Chatenet,1,1,10,0,1
913,Van,Seat,6,5,8,1,1
914,Lorry,Iveco,3,1,25,1,0
915,Tractor,Fendt,2,2,25,1,1
916,Motorbyke,Aprilia,1,1,19,1,0
917,Without_carnet,Chatenet,2,2,0,0,0
918,Tractor,Claas,2,1,0,1,0
919,Car,Land Rover,5,2,30,1,0
920,Tractor,Case,2,2,24,1,0
921,Motorbyke,KTM,1,1,27,1,0
922,Without_carnet,Chatenet,2,2,3,0,0
923,Tractor,Fendt,2,2,10,1,0
924,Van,Nissan,5,5,26,1,0
925,Motorbyke,Harley Davidson,1,1,6,1,0
926,Tractor,Deutz,1,1,9,1,0
927,Motorbyke,Aprilia,1,1,13,1,0
928,Lorry,Iveco,3,1,14,1,0
929,Van,Dacia,8,8,0,1,0
930,Lorry,Agrale,3,1,3,1,0
931,Tractor,Ford,2,2,18,1,0
932,Van,Fiat,5,5,3,1,0
933,Car,Maserati,2,2,29,1,0
934,Tractor,Massey Ferguson,1,1,17,1,0
935,Tractor,John Deere,2,2,27,1,0
936,Tractor,Valtra,1,1,25,1,0
937,Car,KIA,2,2,17,1,0
938,Without_carnet,Chatenet,2,2,3,0,0
939,Motorbyke,Ducati,1,1,28,1,0
940,Without_carnet,Chatenet,2,1,29,0,0
941,Without_carnet,Chatenet,1,1,25,0,0
942,Van,Renault,7,6,19,1,0
943,Van,Fiat,6,6,24,1,0
944,Tractor,Valtra,2,2,0,1,1
945,Without_carnet,Microcar,1,1,21,0,0
946,Car,Jaguar,4,3,4,1,0
947,Lorry,Volvo,3,2,13,1,0
948,Van,Nissan,7,5,5,1,0
949,Without_carnet,Aixam,1,1,27,0,0
950,Without_carnet,Chatenet,1,1,10,0,0
951,Car,Porsche,5,2,18,1,0
952,Without_carnet,Chatenet,2,2,15,0,0
953,Car,Mercedes-Benz,4,3,24,1,0
954,Tractor,Massey Ferguson,1,1,9,1,0
955,Lorry,Volvo,3,1,4,1,0
956,Tractor,Valtra,1,1,10,1,0
957,Lorry,Agrale,3,1,16,1,0
958,Van,Dacia,8,8,7,1,0
959,Without_carnet,Ligier,2,2,11,0,0
960,Van,Volkswagen,8,8,10,1,1
961,Car,Ferrari,4,2,28,1,0
962,Lorry,Iveco,3,3,26,1,0
963,Without_carnet,Microcar,2,1,30,0,0
964,Car,McLaren,2,1,18,1,0
965,Car,Bugatti,4,2,20,1,0
966,Without_carnet,Aixam,2,2,28,0,0
967,Tractor,Deutz,2,2,15,1,0
968,Tractor,Ford,2,2,15,1,0
969,Tractor,Claas,1,1,1,1,0
970,Van,Mercedes-Benz,5,5,25,1,0
971,Van,Peugeot,8,6,17,1,1
972,Motorbyke,KTM,2,2,28,1,0
973,Motorbyke,Derbi,1,1,14,1,0
974,Van,Dacia,8,6,17,1,0
975,Tractor,Claas,2,1,21,1,0
976,Lorry,Iveco,3,3,4,1,0
977,Without_carnet,Microcar,1,1,28,0,0
978,Lorry,Iveco,3,3,11,1,0
979,Motorbyke,Vespa,1,1,21,1,0
980,Without_carnet,Ligier,2,1,13,0,0
981,Without_carnet,Microcar,2,2,26,0,1
982,Tractor,Fendt,1,1,11,1,0
983,Car,Mini,2,1,12,1,0
984,Tractor,Fendt,1,1,25,1,0
985,Tractor,Ford,2,1,16,1,1
986,Tractor,Lanz Bulldog,2,1,11,1,0
987,Tractor,John Deere,2,2,1,1,0
988,Van,Citroen,5,5,29,1,0
989,Tractor,Lanz Bulldog,1,1,19,1,1
990,Tractor,New Holland,2,1,11,1,0
991,Tractor,Fendt,1,1,10,1,0
992,Lorry,Iveco,3,1,12,1,0
993,Tractor,John Deere,1,1,24,1,0
994,Without_carnet,Microcar,2,2,7,0,1
995,Van,Toyota,7,7,28,1,0
996,Without_carnet,Microcar,1,1,16,0,0
997,Motorbyke,Kawasaki,2,1,0,1,0
998,Motorbyke,Yamaha,1,1,17,1,0
999,Without_carnet,Chatenet,1,1,12,0,0
1000,Lorry,Pegaso,3,2,11,1,0
1001,Car,McLaren,2,1,6,1,0
1002,Tractor,John Deere,1,1,24,1,0
1003,Van,Iveco,6,5,24,1,0
1004,Tractor,Valtra,2,2,27,1,0
1005,Tractor,Ford,1,1,30,1,0
1006,Car,Land Rover,2,1,22,1,0
1007,Car,Mercedes-Benz,2,1,9,1,0
1008,Without_carnet,Ligier,2,2,12,0,0
1009,Car,Mini,2,1,23,1,0
1010,Motorbyke,KTM,1,1,8,1,1
1011,Car,Aston Martin,5,1,27,1,1
1012,Tractor,Massey Ferguson,1,1,7,1,0
1013,Lorry,Pegaso,3,2,13,1,0
1014,Lorry,Volvo,3,1,19,1,0
1015,Van,Opel,8,6,5,1,0
1016,Lorry,Iveco,3,2,12,1,0
1017,Motorbyke,Derbi,1,1,6,1,0
1018,Lorry,Mercedes-Benz,3,2,0,1,0
1019,Car,Fiat,2,1,17,1,0
1020,Tractor,Valtra,2,2,9,1,0
1021,Lorry,Volvo,3,2,20,1,0
1022,Without_carnet,Aixam,2,1,3,0,0
1023,Car,Renault,3,2,21,1,0
1024,Motorbyke,Vespa,1,1,27,1,1
1025,Motorbyke,Derbi,2,1,22,1,0
1026,Car,Citroen,2,1,13,1,0
1027,Tractor,Lanz Bulldog,1,1,6,1,0
1028,Van,Fiat,6,5,16,1,0
1029,Van,Toyota,5,5,24,1,0
1030,Lorry,Agrale,3,1,24,1,0
1031,Without_carnet,Microcar,2,1,18,0,0
1032,Car,KIA,5,1,19,1,0
1033,Lorry,Mercedes-Benz,3,1,14,1,0
1034,Lorry,Volvo,3,2,17,1,1
1035,Motorbyke,KTM,2,2,8,1,1
1036,Without_carnet,Aixam,1,1,0,0,0
1037,Without_carnet,Microcar,1,1,3,0,1
1038,Car,Citroen,2,1,11,1,0
1039,Tractor,Massey Ferguson,2,1,27,1,0
1040,Tractor,John Deere,2,2,25,1,0
1041,Car,Infiniti,2,2,29,1,0
1042,Without_carnet,Microcar,1,1,0,0,0
1043,Without_carnet,Ligier,2,1,12,0,0
1044,Lorry,Agrale,3,3,3,1,1
1045,Tractor,Deutz,2,2,14,1,0
1046,Lorry,Volvo,3,3,29,1,0
1047,Van,Opel,8,8,1,1,1
1048,Car,Koenigsegg,2,2,14,1,0
1049,Car,Fiat,4,2,18,1,0
1050,Motorbyke,Aprilia,1,1,13,1,0
1051,Lorry,Pegaso,3,1,8,1,0
1052,Tractor,Deutz,2,2,24,1,0
1053,Van,Volkswagen,8,5,23,1,0
1054,Motorbyke,Harley Davidson,1,1,29,1,1
1055,Tractor,New Holland,1,1,30,1,0
1056,Van,Renault,7,6,21,1,0
1057,Tractor,Claas,1,1,23,1,0
1058,Van,Toyota,8,8,3,1,0
1059,Van,Fiat,8,7,25,1,0
1060,Lorry,Mercedes-Benz,3,2,6,1,0
1061,Van,Fiat,8,7,19,1,0
1062,Car,Fiat,4,1,18,1,0
1063,Car,Fiat,2,1,2,1,0
1064,Without_carnet,Microcar,2,2,17,0,0
1065,Car,Infiniti,5,4,0,1,0
1066,Motorbyke,Vespa,1,1,2,1,0
1067,Car,Mitsubishi,4,4,3,1,0
1068,Motorbyke,Aprilia,1,1,17,1,0
1069,Car,Fiat,2,1,0,1,0
1070,Lorry,Agrale,3,3,30,1,1
1071,Car,Aston Martin,2,1,4,1,0
1072,Motorbyke,Aprilia,2,1,0,1,0
1073,Without_carnet,Aixam,2,2,2,0,0
1074,Motorbyke,Ducati,1,1,8,1,0
1075,Van,Mercedes-Benz,6,6,27,1,1
1076,Tractor,Lanz Bulldog,1,1,12,1,0
1077,Car,Aston Martin,2,2,1,1,0
1078,Lorry,Pegaso,3,2,13,1,0
1079,Without_carnet,Chatenet,1,1,19,0,1
1080,Van,Fiat,8,7,10,1,0
1081,Van,Seat,5,5,15,1,0
1082,Tractor,Case,2,1,4,1,0
1083,Without_carnet,Chatenet,2,2,3,0,0
1084,Lorry,Pegaso,3,3,8,1,0
1085,Car,Hyunday,5,1,9,1,1
1086,Motorbyke,Ducati,1,1,6,1,0
1087,Car,Land Rover,3,1,13,1,0
1088,Car,Saab,3,1,10,1,0
1089,Lorry,Agrale,3,3,29,1,0
1090,Lorry,Iveco,3,2,24,1,0
1091,Lorry,Iveco,3,2,3,1,1
1092,Without_carnet,Aixam,1,1,6,0,0
1093,Tractor,Ford,1,1,10,1,0
1094,Without_carnet,Ligier,1,1,6,0,0
1095,Without_carnet,Aixam,2,1,4,0,0
1096,Motorbyke,Derbi,2,2,22,1,0
1097,Without_carnet,Ligier,2,1,26,0,0
1098,Tractor,John Deere,1,1,0,1,0
1099,Motorbyke,Yamaha,2,2,5,1,0
1100,Car,Saab,3,1,21,1,0
1101,Without_carnet,Chatenet,1,1,10,0,0
1102,Car,BMW,4,4,7,1,1
1103,Van,Ford,8,7,5,1,0
1104,Tractor,Claas,1,1,11,1,0
1105,Tractor,Fendt,1,1,17,1,0
1106,Car,Audi,3,1,17,1,1
1107,Lorry,Volvo,3,2,20,1,0
1108,Car,Alfa Romeo,2,1,17,1,0
1109,Tractor,Massey Ferguson,2,2,4,1,0
1110,Van,Seat,6,6,13,1,0
1111,Tractor,Lanz Bulldog,2,1,11,1,0
1112,Lorry,Mercedes-Benz,3,2,17,1,0
1113,Motorbyke,Yamaha,1,1,21,1,0
1114,Lorry,Iveco,3,3,5,1,1
1115,Motorbyke,Vespa,2,2,29,1,0
1116,Motorbyke,Yamaha,2,2,30,1,1
1117,Van,Citroen,6,5,13,1,0
1118,Without_carnet,Ligier,2,1,29,0,0
1119,Car,Peugeot,4,4,13,1,1
1120,Tractor,Ford,1,1,24,1,0
1121,Motorbyke,Derbi,2,2,23,1,0
1122,Without_carnet,Ligier,1,1,26,0,0
1123,Without_carnet,Aixam,2,2,10,0,1
1124,Motorbyke,KTM,2,1,4,1,0
1125,Car,Nissan,2,2,7,1,1
1126,Tractor,Case,2,2,13,1,0
1127,Tractor,New Holland,2,2,29,1,0
1128,Van,Opel,6,5,18,1,0
1129,Car,Porsche,4,1,21,1,1
1130,Without_carnet,Microcar,2,1,24,0,0
1131,Car,Volkswagen,4,4,1,1,0
1132,Car,Mazda,2,2,7,1,1
1133,Tractor,John Deere,2,1,8,1,0
1134,Van,Mercedes-Benz,5,5,15,1,0
1135,Motorbyke,Aprilia,2,1,6,1,0
1136,Without_carnet,Ligier,1,1,13,0,0
1137,Lorry,Mercedes-Benz,3,1,17,1,0
1138,Tractor,New Holland,1,1,4,1,0
1139,Tractor,Massey Ferguson,2,1,14,1,0
1140,Lorry,Volvo,3,2,29,1,0
1141,Van,Fiat,6,6,11,1,1
1142,Van,Opel,5,5,25,1,0
1143,Without_carnet,Microcar,1,1,6,0,0
1144,Lorry,Agrale,3,2,0,1,0
1145,Motorbyke,Derbi,2,1,28,1,0
1146,Tractor,Fendt,1,1,15,1,0
1147,Motorbyke,Kawasaki,2,1,11,1,0
1148,Motorbyke,Derbi,2,1,25,1,0
1149,Without_carnet,Microcar,1,1,18,0,0
1150,Motorbyke,Vespa,1,1,16,1,0
1151,Motorbyke,Kawasaki,1,1,8,1,0
1152,Van,Opel,7,5,24,1,0
1153,Lorry,Iveco,3,1,1,1,0
1154,Van,Ford,8,5,8,1,0
1155,Motorbyke,KTM,1,1,8,1,1
1156,Van,Mercedes-Benz,7,5,22,1,0
1157,Motorbyke,KTM,1,1,23,1,0
1158,Lorry,Mercedes-Benz,3,3,3,1,0
1159,Lorry,Volvo,3,1,13,1,0
1160,Car,Acura,2,2,19,1,0
1161,Lorry,Mercedes-Benz,3,3,22,1,0
1162,Lorry,Agrale,3,1,13,1,0
1163,Car,McLaren,2,2,17,1,0
1164,Lorry,Mercedes-Benz,3,3,10,1,1
1165,Car,Alfa Romeo,2,2,0,1,0
1166,Tractor,John Deere,2,1,27,1,0
1167,Van,Peugeot,7,7,1,1,0
1168,Van,Toyota,6,6,20,1,0
1169,Van,Dacia,5,5,11,1,0
1170,Van,Ford,8,8,1,1,0
1171,Motorbyke,Yamaha,2,1,18,1,0
1172,Motorbyke,Aprilia,2,2,25,1,0
1173,Lorry,Pegaso,3,1,1,1,0
1174,Tractor,Valtra,1,1,5,1,0
1175,Car,Mazda,2,2,27,1,0
1176,Tractor,New Holland,1,1,0,1,0
1177,Lorry,Mercedes-Benz,3,2,19,1,0
1178,Without_carnet,Chatenet,2,1,18,0,0
1179,Lorry,Volvo,3,2,9,1,0
1180,Van,Dacia,7,7,25,1,1
1181,Lorry,Agrale,3,2,0,1,0
1182,Without_carnet,Chatenet,2,2,5,0,0
1183,Van,Fiat,8,8,0,1,0
1184,Without_carnet,Chatenet,1,1,27,0,0
1185,Car,Opel,3,2,1,1,0
1186,Lorry,Agrale,3,3,23,1,0
1187,Car,KIA,4,1,2,1,1
1188,Car,Renault,3,1,11,1,0
1189,Car,Cadillac,2,1,19,1,0
1190,Motorbyke,Yamaha,1,1,7,1,0
1191,Without_carnet,Microcar,2,2,13,0,0
1192,Lorry,Iveco,3,1,17,1,1
1193,Tractor,Ford,1,1,28,1,0
1194,Car,Mitsubishi,3,3,22,1,1
1195,Tractor,Valtra,1,1,11,1,0
1196,Without_carnet,Aixam,1,1,10,0,0
1197,Without_carnet,Aixam,2,2,23,0,0
1198,Lorry,Volvo,3,3,0,1,0
1199,Van,Opel,6,5,20,1,0
1200,Car,Mini,4,3,18,1,0
1201,Tractor,Case,2,2,29,1,0
1202,Tractor,Deutz,2,2,19,1,0
1203,Lorry,Volvo,3,1,1,1,0
1204,Without_carnet,Ligier,1,1,7,0,0
1205,Without_carnet,Ligier,1,1,9,0,0
1206,Without_carnet,Aixam,2,1,13,0,0
1207,Van,Renault,8,5,18,1,0
1208,Tractor,Claas,2,1,15,1,0
1209,Van,Peugeot,5,5,13,1,0
1210,Without_carnet,Aixam,1,1,19,0,1
1211,Without_carnet,Chatenet,1,1,10,0,0
1212,Motorbyke,Ducati,1,1,16,1,0
1213,Tractor,Massey Ferguson,2,1,25,1,0
1214,Lorry,Iveco,3,1,28,1,0
1215,Car,Mazda,3,1,9,1,0
1216,Without_carnet,Aixam,2,2,8,0,0
1217,Motorbyke,Kawasaki,2,1,21,1,0
1218,Van,Renault,8,5,19,1,0
1219,Lorry,Mercedes-Benz,3,2,6,1,0
1220,Without_carnet,Ligier,2,2,30,0,0
1221,Tractor,John Deere,1,1,30,1,0
1222,Car,Bentley,3,3,12,1,0
