id,start,end,road_name,road_type,black_point,signposting,radar
11469,380,381,AP-7N,motorway,0,1,0
11470,381,382,AP-7N,motorway,0,1,0
11471,382,383,AP-7N,motorway,0,1,0
11472,383,384,AP-7N,motorway,0,0,0
11473,384,385,AP-7N,motorway,0,0,1
11474,385,386,AP-7N,motorway,0,1,0
11475,386,387,AP-7N,motorway,0,0,1
11476,387,388,AP-7N,motorway,1,0,1
11477,388,389,AP-7N,motorway,0,0,0
11478,389,390,AP-7N,motorway,0,0,1
11479,390,391,AP-7N,motorway,0,1,0
11480,391,392,AP-7N,motorway,0,0,0
11481,392,393,AP-7N,motorway,0,0,1
11482,393,394,AP-7N,motorway,0,1,0
11483,394,395,AP-7N,motorway,0,1,0
11484,395,396,AP-7N,motorway,0,1,0
11485,396,397,AP-7N,motorway,1,1,0
11486,397,398,AP-7N,motorway,0,0,1
11487,398,399,AP-7N,motorway,0,1,0
11488,399,400,AP-7N,motorway,0,1,0
11489,400,401,AP-7N,motorway,0,1,1
11490,401,402,AP-7N,motorway,0,0,1
11491,402,403,AP-7N,motorway,0,0,1
11492,403,404,AP-7N,motorway,0,1,1
11493,404,405,AP-7N,motorway,0,0,0
11494,405,406,AP-7N,motorway,0,0,0
11495,406,407,AP-7N,motorway,1,0,1
11496,407,408,AP-7N,motorway,0,1,1
11497,408,409,AP-7N,motorway,0,1,1
11498,409,410,AP-7N,motorway,0,0,0
11499,410,411,AP-7N,motorway,0,1,0
11500,411,412,AP-7N,motorway,0,1,0
11501,412,413,AP-7N,motorway,0,0,0
11502,413,414,AP-7N,motorway,0,1,0
11503,414,415,AP-7N,motorway,0,0,1
11504,415,416,AP-7N,motorway,0,1,0
11505,416,417,AP-7N,motorway,0,0,1
11506,417,418,AP-7N,motorway,0,1,0
11507,418,419,AP-7N,motorway,0,1,0
11508,419,420,AP-7N,motorway,0,1,0
11509,420,421,AP-7N,motorway,0,1,0
11510,421,422,AP-7N,motorway,0,0,0
11511,422,423,AP-7N,motorway,0,0,0
11512,423,424,AP-7N,motorway,0,0,0
11513,424,425,AP-7N,motorway,1,1,0
11514,425,426,AP-7N,motorway,0,1,1
11515,426,427,AP-7N,motorway,1,1,1
11516,427,428,AP-7N,motorway,1,0,1
11517,428,429,AP-7N,motorway,1,1,0
11518,429,430,AP-7N,motorway,0,1,0
11519,430,431,AP-7N,motorway,0,1,0
11520,431,432,AP-7N,motorway,0,1,0
11521,432,433,AP-7N,motorway,0,1,0
11522,433,434,AP-7N,motorway,0,0,1
11523,434,435,AP-7N,motorway,0,0,1
11524,435,436,AP-7N,motorway,0,0,1
11525,436,437,AP-7N,motorway,0,1,0
11526,437,438,AP-7N,motorway,0,1,0
11527,438,439,AP-7N,motorway,0,1,1
11528,439,440,AP-7N,motorway,0,1,0
11529,440,441,AP-7N,motorway,0,1,1
11530,441,442,AP-7N,motorway,1,1,0
11531,442,443,AP-7N,motorway,0,1,0
11532,443,444,AP-7N,motorway,0,1,1
11533,444,445,AP-7N,motorway,0,0,0
11534,445,446,AP-7N,motorway,0,1,0
11535,446,447,AP-7N,motorway,0,1,0
11536,447,448,AP-7N,motorway,0,0,1
11537,448,449,AP-7N,motorway,0,1,0
11538,449,450,AP-7N,motorway,0,1,0
11539,450,451,AP-7N,motorway,0,0,1
11540,451,452,AP-7N,motorway,0,1,0
11541,452,453,AP-7N,motorway,0,0,0
11542,453,454,AP-7N,motorway,0,0,0
11543,454,455,AP-7N,motorway,0,1,0
11544,455,456,AP-7N,motorway,0,0,0
11545,456,457,AP-7N,motorway,1,0,1
11546,457,458,AP-7N,motorway,0,1,0
11547,458,459,AP-7N,motorway,0,0,1
11548,459,460,AP-7N,motorway,1,1,1
11549,460,461,AP-7N,motorway,0,0,0
11550,461,462,AP-7N,motorway,0,0,1
11551,462,463,AP-7N,motorway,0,1,0
11552,463,464,AP-7N,motorway,0,1,0
11553,464,465,AP-7N,motorway,0,1,0
11554,465,466,AP-7N,motorway,0,0,0
11555,466,467,AP-7N,motorway,0,1,0
11556,467,468,AP-7N,motorway,1,1,1
11557,468,469,AP-7N,motorway,0,1,0
11558,469,470,AP-7N,motorway,0,1,0
11559,470,471,AP-7N,motorway,0,0,0
11560,471,472,AP-7N,motorway,0,0,1
11561,472,473,AP-7N,motorway,0,0,0
11562,473,474,AP-7N,motorway,0,1,0
11563,474,475,AP-7N,motorway,0,1,0
11564,475,476,AP-7N,motorway,0,1,0
11565,476,477,AP-7N,motorway,0,0,1
11566,477,478,AP-7N,motorway,0,0,0
11567,478,479,AP-7N,motorway,0,0,1
11568,479,480,AP-7N,motorway,0,0,0
11569,480,481,AP-7N,motorway,0,1,1
11570,481,482,AP-7N,motorway,0,0,0
11571,482,483,AP-7N,motorway,0,1,1
11572,483,484,AP-7N,motorway,0,1,0
11573,484,485,AP-7N,motorway,0,1,0
11574,485,486,AP-7N,motorway,0,0,1
11575,486,487,AP-7N,motorway,0,1,0
11576,487,488,AP-7N,motorway,1,1,0
11577,488,489,AP-7N,motorway,0,1,0
11578,489,490,AP-7N,motorway,0,1,1
11579,490,491,AP-7N,motorway,0,0,0
11580,491,492,AP-7N,motorway,0,1,0
11581,492,493,AP-7N,motorway,0,1,0
11582,493,494,AP-7N,motorway,0,1,1
11583,494,495,AP-7N,motorway,0,0,0
11584,495,496,AP-7N,motorway,0,1,0
11585,496,497,AP-7N,motorway,0,1,0
11586,497,498,AP-7N,motorway,0,1,0
11587,498,499,AP-7N,motorway,0,1,0
11588,499,500,AP-7N,motorway,0,1,1
11589,500,501,AP-7N,motorway,0,0,0
11590,501,502,AP-7N,motorway,0,1,0
11591,502,503,AP-7N,motorway,0,0,0
11592,503,504,AP-7N,motorway,0,1,1
11593,504,505,AP-7N,motorway,0,0,1
11594,505,506,AP-7N,motorway,0,1,0
11595,506,507,AP-7N,motorway,0,0,0
11596,507,508,AP-7N,motorway,1,1,0
11597,508,509,AP-7N,motorway,0,1,0
11598,509,510,AP-7N,motorway,0,0,0
11599,510,511,AP-7N,motorway,0,1,0
11600,511,512,AP-7N,motorway,0,0,0
11601,512,513,AP-7N,motorway,0,0,0
11602,513,514,AP-7N,motorway,0,1,1
11603,514,515,AP-7N,motorway,0,1,0
11604,515,516,AP-7N,motorway,0,1,1
11605,516,517,AP-7N,motorway,0,1,0
11606,517,518,AP-7N,motorway,0,1,0
11607,518,519,AP-7N,motorway,0,1,0
11608,519,520,AP-7N,motorway,0,0,0
11609,520,521,AP-7N,motorway,0,0,0
11610,521,522,AP-7N,motorway,0,1,1
11611,522,523,AP-7N,motorway,1,1,1
11612,523,524,AP-7N,motorway,0,0,0
11613,524,525,AP-7N,motorway,1,1,1
11614,525,526,AP-7N,motorway,0,1,0
11615,526,527,AP-7N,motorway,0,1,1
11616,527,528,AP-7N,motorway,0,1,0
11617,528,529,AP-7N,motorway,0,1,0
11618,529,530,AP-7N,motorway,1,1,0
11619,530,531,AP-7N,motorway,0,0,0
11620,531,532,AP-7N,motorway,0,1,1
11621,532,533,AP-7N,motorway,0,0,0
11622,533,534,AP-7N,motorway,0,0,0
11623,534,535,AP-7N,motorway,0,1,0
11624,535,536,AP-7N,motorway,0,1,1
11625,536,537,AP-7N,motorway,0,1,0
11626,537,538,AP-7N,motorway,1,1,1
11627,538,539,AP-7N,motorway,0,0,1
11628,539,540,AP-7N,motorway,0,0,1
11629,540,541,AP-7N,motorway,0,1,1
11630,541,542,AP-7N,motorway,0,1,0
11631,542,543,AP-7N,motorway,0,0,0
11632,543,544,AP-7N,motorway,0,1,0
11633,544,545,AP-7N,motorway,0,1,0
11634,545,546,AP-7N,motorway,0,1,0
11635,546,547,AP-7N,motorway,0,0,0
11636,547,548,AP-7N,motorway,0,0,1
11637,548,549,AP-7N,motorway,0,0,0
11638,549,550,AP-7N,motorway,1,0,0
11639,550,551,AP-7N,motorway,0,1,0
11640,551,552,AP-7N,motorway,0,0,0
11641,552,553,AP-7N,motorway,0,0,1
11642,553,554,AP-7N,motorway,0,1,1
11643,554,555,AP-7N,motorway,1,1,0
11644,555,556,AP-7N,motorway,0,0,0
11645,556,557,AP-7N,motorway,0,1,0
11646,557,558,AP-7N,motorway,0,0,0
11647,558,559,AP-7N,motorway,0,1,0
11648,559,560,AP-7N,motorway,0,1,1
11649,560,561,AP-7N,motorway,0,1,0
11650,561,562,AP-7N,motorway,0,0,0
11651,562,563,AP-7N,motorway,1,0,1
11652,563,564,AP-7N,motorway,0,1,0
11653,564,565,AP-7N,motorway,0,1,0
11654,565,566,AP-7N,motorway,0,1,0
11655,566,567,AP-7N,motorway,0,0,1
11656,567,568,AP-7N,motorway,1,1,1
11657,568,569,AP-7N,motorway,0,0,0
11658,569,570,AP-7N,motorway,0,0,0
11659,570,571,AP-7N,motorway,0,0,0
11660,571,572,AP-7N,motorway,0,0,0
11661,572,573,AP-7N,motorway,0,1,0
11662,573,574,AP-7N,motorway,0,1,1
11663,574,575,AP-7N,motorway,0,1,0
11664,575,576,AP-7N,motorway,0,1,0
11665,576,577,AP-7N,motorway,0,1,0
11666,577,578,AP-7N,motorway,0,0,1
11667,578,579,AP-7N,motorway,0,0,0
11668,579,580,AP-7N,motorway,0,1,1
11669,580,581,AP-7N,motorway,0,1,0
11670,581,582,AP-7N,motorway,0,0,0
11671,582,583,AP-7N,motorway,0,1,0
11672,583,584,AP-7N,motorway,0,0,0
11673,584,585,AP-7N,motorway,0,0,0
11674,585,586,AP-7N,motorway,0,1,0
11675,586,587,AP-7N,motorway,0,0,0
11676,587,588,AP-7N,motorway,0,0,1
11677,588,589,AP-7N,motorway,1,1,0
11678,589,590,AP-7N,motorway,0,1,1
11679,590,591,AP-7N,motorway,0,0,1
11680,591,592,AP-7N,motorway,0,1,0
11681,592,593,AP-7N,motorway,1,1,1
11682,593,594,AP-7N,motorway,0,1,1
11683,594,595,AP-7N,motorway,0,0,1
11684,595,596,AP-7N,motorway,0,1,1
11685,596,597,AP-7N,motorway,0,0,1
11686,597,598,AP-7N,motorway,0,1,0
11687,598,599,AP-7N,motorway,0,0,0
11688,599,600,AP-7N,motorway,0,1,0
11689,600,601,AP-7N,motorway,0,1,0
11690,601,602,AP-7N,motorway,0,1,1
11691,602,603,AP-7N,motorway,0,1,0
11692,603,604,AP-7N,motorway,0,1,1
11693,604,605,AP-7N,motorway,0,0,0
11694,605,606,AP-7N,motorway,0,0,0
11695,606,607,AP-7N,motorway,0,0,1
11696,607,608,AP-7N,motorway,0,0,0
11697,608,609,AP-7N,motorway,0,1,0
11698,609,610,AP-7N,motorway,0,1,1
11699,610,611,AP-7N,motorway,0,1,1
11700,611,612,AP-7N,motorway,0,1,0
11701,612,613,AP-7N,motorway,0,1,1
11702,613,614,AP-7N,motorway,0,1,1
11703,614,615,AP-7N,motorway,0,0,0
11704,615,616,AP-7N,motorway,0,1,1
11705,616,617,AP-7N,motorway,0,1,1
11706,617,618,AP-7N,motorway,0,0,0
11707,618,619,AP-7N,motorway,0,1,0
11708,619,620,AP-7N,motorway,0,1,0
11709,620,621,AP-7N,motorway,0,1,1
11710,621,622,AP-7N,motorway,0,1,0
11711,622,623,AP-7N,motorway,0,0,0
11712,623,624,AP-7N,motorway,0,0,0
11713,624,625,AP-7N,motorway,0,0,0
11714,625,626,AP-7N,motorway,0,1,0
11715,626,627,AP-7N,motorway,0,1,0
11716,627,628,AP-7N,motorway,0,1,0
11717,628,629,AP-7N,motorway,0,1,1
11718,629,630,AP-7N,motorway,0,0,0
11719,630,631,AP-7N,motorway,0,0,1
11720,631,632,AP-7N,motorway,0,1,0
11721,632,633,AP-7N,motorway,0,1,0
11722,633,634,AP-7N,motorway,0,0,0
11723,634,635,AP-7N,motorway,0,0,0
11724,635,636,AP-7N,motorway,0,0,1
11725,636,637,AP-7N,motorway,0,0,0
11726,637,638,AP-7N,motorway,0,1,0
11727,638,639,AP-7N,motorway,0,1,0
11728,639,640,AP-7N,motorway,0,0,0
11729,640,641,AP-7N,motorway,0,1,1
11730,641,642,AP-7N,motorway,0,1,0
11731,642,643,AP-7N,motorway,0,0,1
11732,643,644,AP-7N,motorway,0,0,1
11733,644,645,AP-7N,motorway,0,1,0
11734,645,646,AP-7N,motorway,0,1,1
11735,646,647,AP-7N,motorway,1,0,1
11736,647,648,AP-7N,motorway,0,0,0
11737,648,649,AP-7N,motorway,0,0,0
11738,649,650,AP-7N,motorway,0,0,1
11739,650,651,AP-7N,motorway,0,1,0
11740,651,652,AP-7N,motorway,1,1,0
11741,652,653,AP-7N,motorway,0,0,0
11742,653,654,AP-7N,motorway,0,0,1
11743,654,655,AP-7N,motorway,0,1,1
11744,655,656,AP-7N,motorway,1,1,0
11745,656,657,AP-7N,motorway,1,1,0
11746,657,658,AP-7N,motorway,0,1,0
11747,658,659,AP-7N,motorway,0,0,0
11748,659,660,AP-7N,motorway,0,1,0
11749,660,661,AP-7N,motorway,0,1,0
11750,661,662,AP-7N,motorway,0,0,0
11751,662,663,AP-7N,motorway,0,1,0
11752,663,664,AP-7N,motorway,0,0,0
11753,664,665,AP-7N,motorway,0,0,0
11754,665,666,AP-7N,motorway,0,0,0
11755,666,667,AP-7N,motorway,0,0,1
11756,667,668,AP-7N,motorway,0,0,0
11757,668,669,AP-7N,motorway,0,1,0
11758,669,670,AP-7N,motorway,0,0,0
11759,670,671,AP-7N,motorway,0,1,0
11760,671,672,AP-7N,motorway,0,0,1
11761,672,673,AP-7N,motorway,0,0,0
11762,673,674,AP-7N,motorway,0,1,0
11763,674,675,AP-7N,motorway,0,1,0
11764,675,676,AP-7N,motorway,0,1,0
11765,676,677,AP-7N,motorway,0,1,1
11766,677,678,AP-7N,motorway,0,1,1
11767,678,679,AP-7N,motorway,0,1,1
11768,679,680,AP-7N,motorway,0,0,1
11769,680,681,AP-7N,motorway,1,0,0
11770,681,682,AP-7N,motorway,0,0,0
11771,682,683,AP-7N,motorway,0,1,1
11772,683,684,AP-7N,motorway,0,0,0
11773,684,685,AP-7N,motorway,0,1,0
11774,685,686,AP-7N,motorway,0,1,0
11775,686,687,AP-7N,motorway,0,1,0
11776,687,688,AP-7N,motorway,1,1,0
11777,688,689,AP-7N,motorway,0,1,0
11778,689,690,AP-7N,motorway,0,1,0
11779,690,691,AP-7N,motorway,0,1,0
11780,691,692,AP-7N,motorway,0,1,0
11781,692,693,AP-7N,motorway,0,1,0
11782,693,694,AP-7N,motorway,0,0,0
11783,694,695,AP-7N,motorway,0,1,0
11784,695,696,AP-7N,motorway,0,1,1
11785,696,697,AP-7N,motorway,0,0,0
11786,697,698,AP-7N,motorway,0,1,0
11787,698,699,AP-7N,motorway,1,1,0
11788,699,700,AP-7N,motorway,0,1,1
11789,700,701,AP-7N,motorway,0,1,0
11790,701,702,AP-7N,motorway,0,0,1
11791,702,703,AP-7N,motorway,0,1,0
11792,703,704,AP-7N,motorway,0,0,0
11793,704,705,AP-7N,motorway,1,1,0
11794,705,706,AP-7N,motorway,0,1,0
11795,706,707,AP-7N,motorway,0,0,0
11796,707,708,AP-7N,motorway,0,1,0
11797,708,709,AP-7N,motorway,0,1,0
11798,709,710,AP-7N,motorway,0,0,0
11799,710,711,AP-7N,motorway,0,1,0
11800,711,712,AP-7N,motorway,0,0,0
11801,712,713,AP-7N,motorway,0,1,0
11802,713,714,AP-7N,motorway,0,1,1
11803,714,715,AP-7N,motorway,0,0,1
11804,715,716,AP-7N,motorway,0,0,0
11805,716,717,AP-7N,motorway,0,0,0
11806,717,718,AP-7N,motorway,0,0,1
11807,718,719,AP-7N,motorway,0,0,1
11808,719,720,AP-7N,motorway,0,1,1
11809,720,721,AP-7N,motorway,0,1,0
11810,721,722,AP-7N,motorway,1,0,0
11811,722,723,AP-7N,motorway,0,1,0
11812,723,724,AP-7N,motorway,0,0,1
11813,724,725,AP-7N,motorway,0,1,0
11814,725,726,AP-7N,motorway,0,0,1
11815,726,727,AP-7N,motorway,0,1,0
11816,727,728,AP-7N,motorway,0,1,1
11817,728,729,AP-7N,motorway,0,1,0
11818,729,730,AP-7N,motorway,0,1,0
11819,730,731,AP-7N,motorway,0,1,0
11820,731,732,AP-7N,motorway,1,1,0
11821,732,733,AP-7N,motorway,0,0,0
11822,733,734,AP-7N,motorway,1,1,0
11823,734,735,AP-7N,motorway,0,1,0
11824,735,736,AP-7N,motorway,0,1,0
11825,736,737,AP-7N,motorway,0,0,0
11826,737,738,AP-7N,motorway,0,1,0
11827,738,739,AP-7N,motorway,0,1,0
11828,739,740,AP-7N,motorway,0,1,0
11829,740,741,AP-7N,motorway,0,1,1
11830,741,742,AP-7N,motorway,0,1,0
11831,742,743,AP-7N,motorway,1,0,0
11832,743,744,AP-7N,motorway,1,1,1
11833,744,745,AP-7N,motorway,0,1,0
11834,745,746,AP-7N,motorway,1,0,0
11835,746,747,AP-7N,motorway,0,1,0
11836,747,748,AP-7N,motorway,0,1,0
11837,748,749,AP-7N,motorway,0,0,0
11838,749,750,AP-7N,motorway,0,0,1
11839,750,751,AP-7N,motorway,0,0,0
11840,751,752,AP-7N,motorway,0,1,0
11841,752,753,AP-7N,motorway,0,1,0
11842,753,754,AP-7N,motorway,0,1,0
11843,754,755,AP-7N,motorway,0,0,0
11844,755,756,AP-7N,motorway,0,1,1
11845,756,757,AP-7N,motorway,0,1,0
11846,757,758,AP-7N,motorway,0,0,0
11847,758,759,AP-7N,motorway,0,1,0
11848,759,760,AP-7N,motorway,0,1,0
11849,760,761,AP-7N,motorway,0,1,1
11850,761,762,AP-7N,motorway,0,1,1
11851,762,763,AP-7N,motorway,0,1,0
11852,763,764,AP-7N,motorway,0,1,0
11853,764,765,AP-7N,motorway,0,0,0
11854,765,766,AP-7N,motorway,0,1,0
11855,766,767,AP-7N,motorway,0,0,0
11856,767,768,AP-7N,motorway,0,0,0
11857,768,769,AP-7N,motorway,0,0,0
11858,769,770,AP-7N,motorway,0,1,1
11859,770,771,AP-7N,motorway,0,1,1
11860,771,772,AP-7N,motorway,0,1,0
11861,772,773,AP-7N,motorway,0,1,0
11862,773,774,AP-7N,motorway,0,1,0
11863,774,775,AP-7N,motorway,0,0,1
11864,775,776,AP-7N,motorway,0,0,0
11865,776,777,AP-7N,motorway,0,1,0
11866,777,778,AP-7N,motorway,0,1,0
11867,778,779,AP-7N,motorway,0,1,0
11868,779,780,AP-7N,motorway,0,0,0
11869,780,781,AP-7N,motorway,0,0,0
11870,781,782,AP-7N,motorway,0,1,1
11871,782,783,AP-7N,motorway,0,1,1
11872,783,784,AP-7N,motorway,0,1,0
11873,784,785,AP-7N,motorway,0,1,0
11874,785,786,AP-7N,motorway,0,0,0
11875,786,787,AP-7N,motorway,0,1,1
11876,787,788,AP-7N,motorway,0,0,0
11877,788,789,AP-7N,motorway,0,0,1
11878,789,790,AP-7N,motorway,0,1,0
11879,790,791,AP-7N,motorway,0,1,0
11880,791,792,AP-7N,motorway,0,1,0
11881,792,793,AP-7N,motorway,0,1,0
11882,793,794,AP-7N,motorway,0,1,0
11883,794,795,AP-7N,motorway,0,1,0
11884,795,796,AP-7N,motorway,0,1,1
11885,796,797,AP-7N,motorway,0,0,0
11886,797,798,AP-7N,motorway,0,1,0
11887,798,799,AP-7N,motorway,0,1,0
11888,799,800,AP-7N,motorway,0,1,0
11889,800,801,AP-7N,motorway,0,1,0
11890,801,802,AP-7N,motorway,0,1,0
11891,802,803,AP-7N,motorway,0,0,0
11892,803,804,AP-7N,motorway,0,0,0
11893,804,805,AP-7N,motorway,0,1,0
11894,805,806,AP-7N,motorway,1,1,0
11895,806,807,AP-7N,motorway,0,1,0
11896,807,808,AP-7N,motorway,0,1,0
11897,808,809,AP-7N,motorway,0,0,1
11898,809,810,AP-7N,motorway,0,0,0
11899,810,811,AP-7N,motorway,0,0,0
11900,811,812,AP-7N,motorway,0,1,0
11901,812,813,AP-7N,motorway,0,0,1
11902,813,814,AP-7N,motorway,0,1,1
11903,814,815,AP-7N,motorway,0,0,1
11904,815,816,AP-7N,motorway,1,1,0
11905,816,817,AP-7N,motorway,0,0,0
11906,817,818,AP-7N,motorway,0,1,0
11907,818,819,AP-7N,motorway,0,0,0
11908,819,820,AP-7N,motorway,0,0,0
11909,820,821,AP-7N,motorway,0,1,0
11910,821,822,AP-7N,motorway,1,1,0
11911,822,823,AP-7N,motorway,1,0,0
11912,823,824,AP-7N,motorway,0,0,0
11913,824,825,AP-7N,motorway,0,0,0
11914,825,826,AP-7N,motorway,0,0,0
11915,826,827,AP-7N,motorway,0,1,0
11916,827,828,AP-7N,motorway,0,1,0
11917,828,829,AP-7N,motorway,0,0,1
11918,829,830,AP-7N,motorway,0,1,1
11919,830,831,AP-7N,motorway,0,1,1
11920,831,832,AP-7N,motorway,0,1,1
11921,832,833,AP-7N,motorway,0,1,0
11922,833,834,AP-7N,motorway,0,1,0
11923,834,835,AP-7N,motorway,0,1,0
11924,835,836,AP-7N,motorway,0,1,0
11925,836,837,AP-7N,motorway,0,0,1
11926,837,838,AP-7N,motorway,0,0,0
11927,838,839,AP-7N,motorway,0,1,1
11928,839,840,AP-7N,motorway,0,1,0
11929,840,841,AP-7N,motorway,0,1,0
11930,841,842,AP-7N,motorway,0,1,0
11931,842,843,AP-7N,motorway,0,0,0
11932,843,844,AP-7N,motorway,1,1,0
11933,844,845,AP-7N,motorway,0,1,0
11934,845,846,AP-7N,motorway,0,0,0
11935,846,847,AP-7N,motorway,0,0,0
11936,847,848,AP-7N,motorway,0,0,1
11937,848,849,AP-7N,motorway,0,0,0
11938,849,850,AP-7N,motorway,0,0,1
11939,850,851,AP-7N,motorway,0,0,0
11940,851,852,AP-7N,motorway,0,1,1
11941,852,853,AP-7N,motorway,0,0,1
11942,853,854,AP-7N,motorway,1,1,0
11943,854,855,AP-7N,motorway,0,1,0
11944,855,856,AP-7N,motorway,0,1,0
11945,856,857,AP-7N,motorway,0,0,0
11946,857,858,AP-7N,motorway,0,1,0
11947,858,859,AP-7N,motorway,0,1,0
11948,859,860,AP-7N,motorway,0,0,0
11949,860,861,AP-7N,motorway,0,1,0
11950,861,862,AP-7N,motorway,0,0,0
11951,862,863,AP-7N,motorway,0,1,0
11952,863,864,AP-7N,motorway,0,1,0
11953,864,865,AP-7N,motorway,0,1,0
11954,865,866,AP-7N,motorway,0,1,1
11955,866,867,AP-7N,motorway,1,1,0
11956,867,868,AP-7N,motorway,0,1,0
11957,868,869,AP-7N,motorway,1,0,1
11958,869,870,AP-7N,motorway,0,0,1
11959,870,871,AP-7N,motorway,0,0,0
11960,871,872,AP-7N,motorway,0,1,0
11961,872,873,AP-7N,motorway,0,1,1
11962,873,874,AP-7N,motorway,0,1,0
11963,874,875,AP-7N,motorway,0,0,0
11964,875,876,AP-7N,motorway,0,1,0
11965,876,877,AP-7N,motorway,0,0,0
11966,877,878,AP-7N,motorway,0,0,0
11967,878,879,AP-7N,motorway,0,0,0
11968,879,880,AP-7N,motorway,0,0,0
11969,880,881,AP-7N,motorway,0,0,0
11970,881,882,AP-7N,motorway,1,0,1
11971,882,883,AP-7N,motorway,0,1,0
11972,883,884,AP-7N,motorway,0,1,0
11973,884,885,AP-7N,motorway,0,1,0
11974,885,886,AP-7N,motorway,0,0,0
11975,886,887,AP-7N,motorway,0,0,0
11976,887,888,AP-7N,motorway,0,0,1
11977,888,889,AP-7N,motorway,0,1,0
11978,889,890,AP-7N,motorway,0,1,0
11979,890,891,AP-7N,motorway,0,1,0
11980,891,892,AP-7N,motorway,0,1,1
11981,892,893,AP-7N,motorway,0,0,1
11982,893,894,AP-7N,motorway,0,1,0
11983,894,895,AP-7N,motorway,0,0,0
11984,895,896,AP-7N,motorway,0,0,0
11985,896,897,AP-7N,motorway,0,1,0
11986,897,898,AP-7N,motorway,0,0,0
11987,898,899,AP-7N,motorway,0,0,1
11988,899,900,AP-7N,motorway,0,0,1
11989,900,901,AP-7N,motorway,0,1,0
11990,901,902,AP-7N,motorway,0,1,0
11991,902,903,AP-7N,motorway,1,1,0
11992,903,904,AP-7N,motorway,0,1,0
11993,904,905,AP-7N,motorway,0,1,0
11994,905,906,AP-7N,motorway,0,0,0
11995,906,907,AP-7N,motorway,0,1,0
11996,907,908,AP-7N,motorway,0,0,1
11997,908,909,AP-7N,motorway,0,1,0
11998,909,910,AP-7N,motorway,0,1,0
11999,910,911,AP-7N,motorway,1,0,0
12000,911,912,AP-7N,motorway,0,0,1
12001,674,675,AP-7NA,motorway,1,1,0
12002,675,676,AP-7NA,motorway,0,0,0
12003,676,677,AP-7NA,motorway,0,0,0
12004,677,678,AP-7NA,motorway,0,0,0
12005,678,679,AP-7NA,motorway,0,0,0
12006,799,800,AP-7R,motorway,0,1,1
12007,800,801,AP-7R,motorway,0,1,1
12008,801,802,AP-7R,motorway,0,1,0
12009,802,803,AP-7R,motorway,0,0,0
12010,133,134,AP-7S,motorway,0,0,1
12011,134,135,AP-7S,motorway,0,0,0
12012,135,136,AP-7S,motorway,1,0,0
12013,136,137,AP-7S,motorway,0,1,0
12014,137,138,AP-7S,motorway,0,1,1
12015,138,139,AP-7S,motorway,0,0,0
12016,139,140,AP-7S,motorway,0,0,1
12017,140,141,AP-7S,motorway,0,0,0
12018,141,142,AP-7S,motorway,0,0,0
12019,142,143,AP-7S,motorway,1,0,0
12020,143,144,AP-7S,motorway,1,1,0
12021,144,145,AP-7S,motorway,0,0,1
12022,145,146,AP-7S,motorway,0,1,0
12023,146,147,AP-7S,motorway,0,1,0
12024,147,148,AP-7S,motorway,0,0,1
12025,148,149,AP-7S,motorway,1,1,1
12026,149,150,AP-7S,motorway,0,0,1
12027,150,151,AP-7S,motorway,1,1,0
12028,151,152,AP-7S,motorway,0,0,0
12029,152,153,AP-7S,motorway,0,0,1
12030,153,154,AP-7S,motorway,0,1,0
12031,154,155,AP-7S,motorway,0,0,0
12032,155,156,AP-7S,motorway,0,1,0
12033,156,157,AP-7S,motorway,1,1,0
12034,157,158,AP-7S,motorway,0,0,1
12035,158,159,AP-7S,motorway,0,1,0
12036,159,160,AP-7S,motorway,0,0,0
12037,160,161,AP-7S,motorway,0,0,0
12038,161,162,AP-7S,motorway,1,1,0
12039,162,163,AP-7S,motorway,0,0,0
12040,163,164,AP-7S,motorway,0,1,0
12041,164,165,AP-7S,motorway,0,1,0
12042,165,166,AP-7S,motorway,0,0,1
12043,166,167,AP-7S,motorway,0,1,1
12044,167,168,AP-7S,motorway,0,1,1
12045,168,169,AP-7S,motorway,0,0,0
12046,169,170,AP-7S,motorway,0,1,0
12047,170,171,AP-7S,motorway,1,1,0
12048,171,172,AP-7S,motorway,0,1,1
12049,172,173,AP-7S,motorway,0,1,1
12050,173,174,AP-7S,motorway,0,1,0
12051,174,175,AP-7S,motorway,0,0,1
12052,175,176,AP-7S,motorway,0,1,1
12053,176,177,AP-7S,motorway,0,0,0
12054,177,178,AP-7S,motorway,0,0,0
12055,178,179,AP-7S,motorway,0,1,0
12056,179,180,AP-7S,motorway,0,1,0
12057,180,181,AP-7S,motorway,0,0,1
12058,181,182,AP-7S,motorway,0,1,0
12059,182,183,AP-7S,motorway,0,1,1
12060,183,184,AP-7S,motorway,0,1,0
12061,184,185,AP-7S,motorway,0,0,0
12062,185,186,AP-7S,motorway,0,1,1
12063,186,187,AP-7S,motorway,0,1,0
12064,187,188,AP-7S,motorway,0,1,0
12065,188,189,AP-7S,motorway,1,1,1
12066,189,190,AP-7S,motorway,0,1,0
12067,190,191,AP-7S,motorway,0,1,0
12068,191,192,AP-7S,motorway,0,1,0
12069,192,193,AP-7S,motorway,0,1,0
12070,193,194,AP-7S,motorway,0,1,0
12071,194,195,AP-7S,motorway,0,0,0
12072,195,196,AP-7S,motorway,0,1,0
12073,196,197,AP-7S,motorway,0,1,1
12074,197,198,AP-7S,motorway,0,1,0
12075,198,199,AP-7S,motorway,0,1,0
