start,end,road_name,road_type,black_point,signposting,radar
231,232,A-62,highway,0,1,0
232,233,A-62,highway,0,0,0
233,234,A-62,highway,0,1,1
234,235,A-62,highway,0,0,0
235,236,A-62,highway,0,0,0
236,237,A-62,highway,0,0,1
237,238,A-62,highway,0,1,0
238,239,A-62,highway,0,0,0
239,240,A-62,highway,1,0,1
240,241,A-62,highway,0,1,0
241,242,A-62,highway,1,1,0
242,243,A-62,highway,0,0,0
243,244,A-62,highway,0,1,1
244,245,A-62,highway,0,0,0
245,246,A-62,highway,0,1,1
246,247,A-62,highway,0,1,1
247,248,A-62,highway,0,0,0
248,249,A-62,highway,0,0,1
249,250,A-62,highway,0,1,0
250,251,A-62,highway,0,1,0
251,252,A-62,highway,0,1,1
252,253,A-62,highway,0,0,0
253,254,A-62,highway,0,0,0
254,255,A-62,highway,0,0,1
255,256,A-62,highway,1,0,0
256,257,A-62,highway,0,1,1
257,258,A-62,highway,0,1,0
258,259,A-62,highway,0,1,0
259,260,A-62,highway,0,1,0
260,261,A-62,highway,0,1,0
261,262,A-62,highway,0,1,0
262,263,A-62,highway,0,1,0
263,264,A-62,highway,0,1,0
264,265,A-62,highway,0,0,1
265,266,A-62,highway,0,1,1
266,267,A-62,highway,0,0,0
267,268,A-62,highway,0,1,0
268,269,A-62,highway,0,0,0
269,270,A-62,highway,0,0,1
270,271,A-62,highway,0,1,0
271,272,A-62,highway,0,0,0
272,273,A-62,highway,0,0,0
273,274,A-62,highway,0,0,0
274,275,A-62,highway,0,1,1
275,276,A-62,highway,0,0,0
276,277,A-62,highway,0,0,0
277,278,A-62,highway,0,1,0
278,279,A-62,highway,0,1,0
279,280,A-62,highway,0,1,1
280,281,A-62,highway,0,0,0
281,282,A-62,highway,0,1,0
282,283,A-62,highway,0,1,0
283,284,A-62,highway,0,0,0
284,285,A-62,highway,0,0,1
285,286,A-62,highway,0,1,0
286,287,A-62,highway,0,1,0
287,288,A-62,highway,0,1,0
288,289,A-62,highway,0,0,1
289,290,A-62,highway,1,0,0
290,291,A-62,highway,0,1,0
291,292,A-62,highway,0,0,0
292,293,A-62,highway,0,1,0
293,294,A-62,highway,0,1,1
294,295,A-62,highway,0,1,0
295,296,A-62,highway,0,0,0
296,297,A-62,highway,0,0,0
297,298,A-62,highway,1,1,0
298,299,A-62,highway,1,0,0
299,300,A-62,highway,0,1,0
300,301,A-62,highway,0,1,0
301,302,A-62,highway,0,1,0
302,303,A-62,highway,0,0,1
303,304,A-62,highway,1,1,0
304,305,A-62,highway,0,1,0
305,306,A-62,highway,0,0,0
306,307,A-62,highway,1,1,0
307,308,A-62,highway,0,1,1
308,309,A-62,highway,1,0,0
309,310,A-62,highway,0,0,0
310,311,A-62,highway,0,1,0
311,312,A-62,highway,0,0,1
312,313,A-62,highway,1,1,1
313,314,A-62,highway,0,1,1
314,315,A-62,highway,0,1,1
315,316,A-62,highway,0,1,0
316,317,A-62,highway,0,1,0
317,318,A-62,highway,0,0,0
318,319,A-62,highway,0,1,0
319,320,A-62,highway,0,1,0
320,321,A-62,highway,0,1,0
321,322,A-62,highway,0,1,1
322,323,A-62,highway,1,1,0
323,324,A-62,highway,0,0,0
324,325,A-62,highway,0,1,0
325,326,A-62,highway,0,0,0
326,327,A-62,highway,0,0,0
327,328,A-62,highway,0,0,0
328,329,A-62,highway,0,1,0
329,330,A-62,highway,1,0,0
330,331,A-62,highway,0,0,0
331,332,A-62,highway,0,0,0
332,333,A-62,highway,0,1,0
333,334,A-62,highway,0,0,0
334,335,A-62,highway,0,1,0
335,336,A-62,highway,0,0,0
336,337,A-62,highway,0,0,0
337,338,A-62,highway,0,1,1
338,339,A-62,highway,0,0,0
339,340,A-62,highway,0,0,0
340,341,A-62,highway,0,1,0
341,342,A-62,highway,0,1,0
342,343,A-62,highway,0,0,0
343,344,A-62,highway,0,1,0
344,345,A-62,highway,0,1,0
345,346,A-62,highway,0,1,0
346,347,A-62,highway,0,0,1
347,348,A-62,highway,0,1,0
348,349,A-62,highway,0,1,0
349,350,A-62,highway,0,0,0
350,351,A-62,highway,0,0,0
0,1,A-63,highway,0,1,0
1,2,A-63,highway,0,0,0
2,3,A-63,highway,0,1,1
3,4,A-63,highway,1,0,0
4,5,A-63,highway,0,1,1
5,6,A-63,highway,0,1,0
6,7,A-63,highway,1,0,0
7,8,A-63,highway,0,1,1
8,9,A-63,highway,1,1,1
9,10,A-63,highway,0,1,0
10,11,A-63,highway,1,1,0
11,12,A-63,highway,0,1,0
12,13,A-63,highway,0,1,1
13,14,A-63,highway,0,1,1
14,15,A-63,highway,0,1,0
15,16,A-63,highway,0,1,0
16,17,A-63,highway,0,1,0
17,18,A-63,highway,0,0,0
18,19,A-63,highway,0,0,1
19,20,A-63,highway,0,0,0
20,21,A-63,highway,0,0,0
21,22,A-63,highway,0,1,0
22,23,A-63,highway,0,0,0
23,24,A-63,highway,0,1,1
24,25,A-63,highway,0,0,0
25,26,A-63,highway,0,1,1
26,27,A-63,highway,0,1,0
27,28,A-63,highway,0,0,1
28,29,A-63,highway,0,0,0
0,1,A-63R,highway,1,1,0
1,2,A-63R,highway,0,1,1
2,3,A-63R,highway,0,0,0
0,1,A-64,highway,0,0,0
1,2,A-64,highway,0,1,0
2,3,A-64,highway,0,0,1
3,4,A-64,highway,0,0,0
4,5,A-64,highway,0,0,0
5,6,A-64,highway,0,1,0
6,7,A-64,highway,1,0,0
7,8,A-64,highway,0,0,0
8,9,A-64,highway,0,1,0
9,10,A-64,highway,0,0,0
10,11,A-64,highway,0,0,1
11,12,A-64,highway,0,0,0
12,13,A-64,highway,0,1,0
13,14,A-64,highway,0,0,0
14,15,A-64,highway,0,0,0
15,16,A-64,highway,0,1,1
16,17,A-64,highway,0,0,1
17,18,A-64,highway,0,1,0
18,19,A-64,highway,0,1,0
19,20,A-64,highway,0,0,1
20,21,A-64,highway,0,1,0
21,22,A-64,highway,0,0,0
22,23,A-64,highway,0,1,0
23,24,A-64,highway,0,0,0
24,25,A-64,highway,0,1,0
25,26,A-64,highway,0,1,0
26,27,A-64,highway,0,1,0
27,28,A-64,highway,0,1,0
28,29,A-64,highway,0,1,1
29,30,A-64,highway,1,1,0
30,31,A-64,highway,0,1,0
31,32,A-64,highway,0,1,1
0,1,A-65,highway,0,0,0
1,2,A-65,highway,0,0,0
2,3,A-65,highway,0,0,0
3,4,A-65,highway,0,1,0
4,5,A-65,highway,0,0,1
5,6,A-65,highway,0,0,1
6,7,A-65,highway,0,1,0
7,8,A-65,highway,0,1,0
8,9,A-65,highway,0,1,0
9,10,A-65,highway,0,1,1
10,11,A-65,highway,0,1,0
11,12,A-65,highway,0,0,1
10,11,A-66,highway,0,0,0
11,12,A-66,highway,0,0,0
12,13,A-66,highway,0,1,0
13,14,A-66,highway,0,0,1
14,15,A-66,highway,0,1,0
15,16,A-66,highway,0,1,1
16,17,A-66,highway,0,1,0
17,18,A-66,highway,0,1,1
18,19,A-66,highway,0,1,0
19,20,A-66,highway,0,0,0
20,21,A-66,highway,0,1,0
21,22,A-66,highway,0,1,0
22,23,A-66,highway,0,1,1
23,24,A-66,highway,0,0,0
24,25,A-66,highway,0,1,1
25,26,A-66,highway,0,1,1
26,27,A-66,highway,0,1,0
27,28,A-66,highway,0,1,1
28,29,A-66,highway,0,1,1
29,30,A-66,highway,0,1,0
30,31,A-66,highway,1,0,0
31,32,A-66,highway,0,1,0
32,33,A-66,highway,0,0,0
33,34,A-66,highway,0,1,0
34,35,A-66,highway,0,0,0
35,36,A-66,highway,0,0,0
36,37,A-66,highway,0,1,1
37,38,A-66,highway,0,0,1
38,39,A-66,highway,0,1,0
39,40,A-66,highway,0,1,0
40,41,A-66,highway,0,0,1
41,42,A-66,highway,0,0,1
42,43,A-66,highway,0,1,0
43,44,A-66,highway,0,1,0
44,45,A-66,highway,0,1,0
45,46,A-66,highway,0,1,0
46,47,A-66,highway,0,1,1
47,48,A-66,highway,0,1,0
48,49,A-66,highway,0,0,0
49,50,A-66,highway,0,0,0
50,51,A-66,highway,0,1,0
51,52,A-66,highway,0,1,0
52,53,A-66,highway,0,1,0
53,54,A-66,highway,0,1,0
54,55,A-66,highway,0,1,0
55,56,A-66,highway,0,0,1
56,57,A-66,highway,0,1,1
57,58,A-66,highway,0,1,0
58,59,A-66,highway,0,0,0
59,60,A-66,highway,0,0,1
60,61,A-66,highway,0,0,0
61,62,A-66,highway,0,1,0
62,63,A-66,highway,0,0,0
63,64,A-66,highway,0,0,1
64,65,A-66,highway,1,0,0
65,66,A-66,highway,0,1,0
66,67,A-66,highway,0,1,0
67,68,A-66,highway,0,0,0
68,69,A-66,highway,0,1,0
69,70,A-66,highway,0,0,1
70,71,A-66,highway,0,1,0
71,72,A-66,highway,0,1,1
72,73,A-66,highway,0,0,1
73,74,A-66,highway,0,0,0
74,75,A-66,highway,0,1,0
75,76,A-66,highway,0,0,1
76,77,A-66,highway,0,0,1
77,78,A-66,highway,0,0,0
78,79,A-66,highway,0,0,0
79,80,A-66,highway,0,1,0
80,81,A-66,highway,0,1,0
81,82,A-66,highway,0,0,1
82,83,A-66,highway,0,1,1
83,84,A-66,highway,0,0,1
84,85,A-66,highway,0,0,0
85,86,A-66,highway,0,0,0
86,87,A-66,highway,0,1,0
87,88,A-66,highway,1,1,0
88,89,A-66,highway,0,0,0
89,90,A-66,highway,1,1,0
90,91,A-66,highway,0,0,1
91,92,A-66,highway,0,1,0
92,93,A-66,highway,0,0,0
93,94,A-66,highway,0,0,1
94,95,A-66,highway,0,1,0
95,96,A-66,highway,0,1,0
96,97,A-66,highway,0,0,0
97,98,A-66,highway,0,0,0
98,99,A-66,highway,0,1,1
99,100,A-66,highway,0,0,0
100,101,A-66,highway,0,0,0
101,102,A-66,highway,0,0,1
102,103,A-66,highway,0,1,0
103,104,A-66,highway,0,1,0
104,105,A-66,highway,0,1,0
105,106,A-66,highway,0,1,0
106,107,A-66,highway,0,0,0
107,108,A-66,highway,0,1,1
108,109,A-66,highway,0,0,1
109,110,A-66,highway,0,1,0
110,111,A-66,highway,0,0,0
111,112,A-66,highway,0,1,0
112,113,A-66,highway,0,0,1
113,114,A-66,highway,0,1,0
114,115,A-66,highway,0,1,0
115,116,A-66,highway,0,1,0
116,117,A-66,highway,0,1,0
117,118,A-66,highway,0,1,1
118,119,A-66,highway,0,1,0
119,120,A-66,highway,0,0,0
120,121,A-66,highway,0,1,1
121,122,A-66,highway,1,0,0
122,123,A-66,highway,1,1,0
123,124,A-66,highway,0,1,0
124,125,A-66,highway,0,0,1
125,126,A-66,highway,0,1,1
126,127,A-66,highway,1,1,0
127,128,A-66,highway,0,1,1
128,129,A-66,highway,0,0,1
129,130,A-66,highway,1,0,1
130,131,A-66,highway,0,1,1
131,132,A-66,highway,0,0,1
132,133,A-66,highway,0,0,0
133,134,A-66,highway,0,1,0
134,135,A-66,highway,0,0,0
135,136,A-66,highway,0,0,1
136,137,A-66,highway,0,0,1
137,138,A-66,highway,0,1,1
138,139,A-66,highway,0,0,0
139,140,A-66,highway,0,1,0
140,141,A-66,highway,0,1,0
141,142,A-66,highway,0,1,1
142,143,A-66,highway,0,0,0
143,144,A-66,highway,0,0,0
144,145,A-66,highway,0,1,1
145,146,A-66,highway,0,0,0
146,147,A-66,highway,0,1,0
147,148,A-66,highway,0,0,0
148,149,A-66,highway,0,0,0
149,150,A-66,highway,1,1,0
150,151,A-66,highway,0,0,1
151,152,A-66,highway,0,0,0
152,153,A-66,highway,0,1,1
153,154,A-66,highway,0,0,1
154,155,A-66,highway,0,1,0
155,156,A-66,highway,0,1,0
156,157,A-66,highway,0,1,1
157,158,A-66,highway,0,0,0
158,159,A-66,highway,0,1,1
159,160,A-66,highway,0,1,0
160,161,A-66,highway,1,0,0
161,162,A-66,highway,0,1,0
162,163,A-66,highway,0,1,0
163,164,A-66,highway,0,0,1
164,165,A-66,highway,0,0,0
165,166,A-66,highway,0,1,0
166,167,A-66,highway,0,1,0
167,168,A-66,highway,0,1,0
168,169,A-66,highway,0,0,0
169,170,A-66,highway,0,1,0
170,171,A-66,highway,0,1,0
171,172,A-66,highway,0,1,1
172,173,A-66,highway,0,1,0
173,174,A-66,highway,0,0,0
174,175,A-66,highway,0,0,0
175,176,A-66,highway,0,0,0
176,177,A-66,highway,0,1,0
177,178,A-66,highway,0,0,0
178,179,A-66,highway,0,1,0
179,180,A-66,highway,0,0,1
180,181,A-66,highway,0,1,0
181,182,A-66,highway,0,0,0
182,183,A-66,highway,0,0,0
183,184,A-66,highway,0,1,0
184,185,A-66,highway,0,1,1
185,186,A-66,highway,0,0,0
186,187,A-66,highway,0,1,1
187,188,A-66,highway,0,1,1
188,189,A-66,highway,1,0,1
189,190,A-66,highway,0,0,0
190,191,A-66,highway,0,0,0
191,192,A-66,highway,0,1,0
192,193,A-66,highway,1,1,1
193,194,A-66,highway,0,1,1
194,195,A-66,highway,0,1,1
195,196,A-66,highway,0,0,1
196,197,A-66,highway,0,1,1
197,198,A-66,highway,0,1,1
198,199,A-66,highway,0,0,0
199,200,A-66,highway,0,0,1
200,201,A-66,highway,0,1,0
201,202,A-66,highway,0,1,0
202,203,A-66,highway,0,1,0
203,204,A-66,highway,0,0,0
204,205,A-66,highway,1,1,1
205,206,A-66,highway,0,0,0
206,207,A-66,highway,0,1,0
207,208,A-66,highway,0,1,0
208,209,A-66,highway,0,1,0
209,210,A-66,highway,0,0,0
210,211,A-66,highway,0,1,1
211,212,A-66,highway,1,0,0
212,213,A-66,highway,0,1,1
213,214,A-66,highway,0,0,0
214,215,A-66,highway,1,1,0
215,216,A-66,highway,0,0,1
216,217,A-66,highway,0,0,0
217,218,A-66,highway,0,1,0
218,219,A-66,highway,0,1,1
219,220,A-66,highway,0,0,1
220,221,A-66,highway,0,1,1
221,222,A-66,highway,0,1,0
222,223,A-66,highway,1,1,0
223,224,A-66,highway,0,0,0
224,225,A-66,highway,0,1,0
225,226,A-66,highway,0,1,0
226,227,A-66,highway,0,1,0
227,228,A-66,highway,0,0,1
228,229,A-66,highway,0,1,1
229,230,A-66,highway,0,1,0
230,231,A-66,highway,0,1,0
231,232,A-66,highway,0,1,0
232,233,A-66,highway,0,1,0
233,234,A-66,highway,0,1,0
234,235,A-66,highway,0,0,1
235,236,A-66,highway,0,1,1
236,237,A-66,highway,0,1,1
237,238,A-66,highway,0,1,0
238,239,A-66,highway,0,0,1
239,240,A-66,highway,0,1,1
240,241,A-66,highway,0,0,1
241,242,A-66,highway,0,0,0
242,243,A-66,highway,1,1,1
243,244,A-66,highway,0,1,0
244,245,A-66,highway,0,1,0
245,246,A-66,highway,0,0,1
246,247,A-66,highway,0,1,1
247,248,A-66,highway,0,0,0
248,249,A-66,highway,0,0,0
249,250,A-66,highway,0,1,0
250,251,A-66,highway,0,0,0
251,252,A-66,highway,0,1,1
252,253,A-66,highway,0,0,0
253,254,A-66,highway,0,1,1
254,255,A-66,highway,0,0,0
255,256,A-66,highway,1,0,0
256,257,A-66,highway,0,0,0
257,258,A-66,highway,0,1,1
258,259,A-66,highway,0,0,0
259,260,A-66,highway,0,1,0
260,261,A-66,highway,0,1,1
261,262,A-66,highway,0,0,0
262,263,A-66,highway,0,1,0
263,264,A-66,highway,0,1,0
264,265,A-66,highway,0,0,0
265,266,A-66,highway,0,0,0
266,267,A-66,highway,0,0,1
267,268,A-66,highway,0,0,0
268,269,A-66,highway,0,0,0
269,270,A-66,highway,0,1,0
270,271,A-66,highway,0,0,0
271,272,A-66,highway,0,1,0
272,273,A-66,highway,0,1,0
273,274,A-66,highway,0,1,1
274,275,A-66,highway,0,0,1
275,276,A-66,highway,0,1,1
276,277,A-66,highway,0,1,0
277,278,A-66,highway,0,1,1
278,279,A-66,highway,0,1,0
279,280,A-66,highway,0,1,0
280,281,A-66,highway,0,1,0
281,282,A-66,highway,0,1,1
282,283,A-66,highway,0,1,1
283,284,A-66,highway,0,0,1
284,285,A-66,highway,0,1,0
285,286,A-66,highway,0,0,1
286,287,A-66,highway,0,1,0
287,288,A-66,highway,0,1,0
288,289,A-66,highway,0,1,1
289,290,A-66,highway,0,1,0
290,291,A-66,highway,0,0,0
291,292,A-66,highway,0,1,0
292,293,A-66,highway,0,1,1
293,294,A-66,highway,0,1,1
294,295,A-66,highway,0,1,0
295,296,A-66,highway,0,1,0
296,297,A-66,highway,0,0,0
297,298,A-66,highway,0,1,0
298,299,A-66,highway,0,0,0
299,300,A-66,highway,0,0,0
300,301,A-66,highway,0,0,0
301,302,A-66,highway,0,1,0
302,303,A-66,highway,0,0,0
303,304,A-66,highway,0,1,0
304,305,A-66,highway,0,0,0
305,306,A-66,highway,0,1,0
306,307,A-66,highway,0,1,0
307,308,A-66,highway,0,0,0
308,309,A-66,highway,0,0,0
309,310,A-66,highway,0,0,0
310,311,A-66,highway,0,0,0
311,312,A-66,highway,0,1,0
312,313,A-66,highway,0,1,0
313,314,A-66,highway,0,1,1
314,315,A-66,highway,0,0,0
315,316,A-66,highway,0,1,0
316,317,A-66,highway,0,0,1
317,318,A-66,highway,0,1,0
318,319,A-66,highway,1,0,1
319,320,A-66,highway,0,0,0
320,321,A-66,highway,0,1,0
321,322,A-66,highway,0,1,0
322,323,A-66,highway,0,1,0
323,324,A-66,highway,0,1,1
324,325,A-66,highway,0,1,0
325,326,A-66,highway,1,1,1
326,327,A-66,highway,0,0,0
327,328,A-66,highway,0,1,0
328,329,A-66,highway,0,0,0
329,330,A-66,highway,0,1,0
330,331,A-66,highway,1,1,1
331,332,A-66,highway,0,0,0
332,333,A-66,highway,0,1,0
333,334,A-66,highway,1,0,0
334,335,A-66,highway,0,0,1
335,336,A-66,highway,0,1,0
336,337,A-66,highway,0,1,0
337,338,A-66,highway,0,0,0
338,339,A-66,highway,0,1,0
339,340,A-66,highway,0,1,1
340,341,A-66,highway,1,0,1
341,342,A-66,highway,0,1,0
342,343,A-66,highway,0,0,0
343,344,A-66,highway,0,1,0
344,345,A-66,highway,0,1,1
345,346,A-66,highway,0,0,0
346,347,A-66,highway,0,1,0
347,348,A-66,highway,0,1,0
348,349,A-66,highway,0,1,0
349,350,A-66,highway,0,0,0
350,351,A-66,highway,1,1,0
351,352,A-66,highway,0,0,1
352,353,A-66,highway,1,1,0
353,354,A-66,highway,0,0,0
354,355,A-66,highway,0,1,0
355,356,A-66,highway,0,1,1
356,357,A-66,highway,0,0,0
357,358,A-66,highway,0,1,1
358,359,A-66,highway,0,0,1
359,360,A-66,highway,0,0,0
360,361,A-66,highway,0,0,0
361,362,A-66,highway,0,1,0
362,363,A-66,highway,0,1,1
363,364,A-66,highway,0,0,0
364,365,A-66,highway,0,1,0
365,366,A-66,highway,0,1,0
366,367,A-66,highway,0,1,0
367,368,A-66,highway,0,0,0
368,369,A-66,highway,0,1,0
369,370,A-66,highway,0,1,0
370,371,A-66,highway,0,1,0
371,372,A-66,highway,0,0,1
372,373,A-66,highway,0,0,0
373,374,A-66,highway,0,0,0
374,375,A-66,highway,0,0,0
375,376,A-66,highway,0,1,0
376,377,A-66,highway,0,0,0
377,378,A-66,highway,0,1,0
378,379,A-66,highway,0,1,1
379,380,A-66,highway,0,0,0
380,381,A-66,highway,0,1,1
381,382,A-66,highway,1,0,1
382,383,A-66,highway,0,1,0
383,384,A-66,highway,0,0,0
384,385,A-66,highway,0,1,0
385,386,A-66,highway,0,1,0
386,387,A-66,highway,0,0,0
387,388,A-66,highway,0,1,1
388,389,A-66,highway,1,1,1
389,390,A-66,highway,0,1,0
390,391,A-66,highway,0,1,1
391,392,A-66,highway,0,1,0
392,393,A-66,highway,0,1,1
393,394,A-66,highway,0,1,1
394,395,A-66,highway,0,1,0
395,396,A-66,highway,0,0,0
396,397,A-66,highway,0,1,1
397,398,A-66,highway,0,0,0
398,399,A-66,highway,0,0,1
399,400,A-66,highway,0,0,0
400,401,A-66,highway,0,1,0
401,402,A-66,highway,0,1,0
402,403,A-66,highway,0,0,0
403,404,A-66,highway,0,1,0
404,405,A-66,highway,0,0,0
405,406,A-66,highway,0,1,1
406,407,A-66,highway,0,0,0
407,408,A-66,highway,1,1,0
408,409,A-66,highway,0,0,0
409,410,A-66,highway,0,0,0
410,411,A-66,highway,0,0,0
411,412,A-66,highway,0,0,0
412,413,A-66,highway,0,0,1
413,414,A-66,highway,0,0,0
414,415,A-66,highway,0,1,1
415,416,A-66,highway,0,1,0
416,417,A-66,highway,0,0,0
417,418,A-66,highway,0,1,0
418,419,A-66,highway,0,1,0
419,420,A-66,highway,0,0,1
420,421,A-66,highway,0,1,0
421,422,A-66,highway,0,1,0
422,423,A-66,highway,0,1,0
423,424,A-66,highway,0,0,1
424,425,A-66,highway,0,1,1
425,426,A-66,highway,0,0,1
426,427,A-66,highway,0,1,0
427,428,A-66,highway,0,1,0
428,429,A-66,highway,0,0,0
429,430,A-66,highway,0,1,0
430,431,A-66,highway,0,0,1
431,432,A-66,highway,0,0,1
432,433,A-66,highway,0,1,0
433,434,A-66,highway,0,1,0
434,435,A-66,highway,0,1,0
435,436,A-66,highway,0,0,0
436,437,A-66,highway,0,0,0
437,438,A-66,highway,0,1,0
438,439,A-66,highway,0,1,1
439,440,A-66,highway,0,0,0
440,441,A-66,highway,0,1,0
441,442,A-66,highway,0,0,1
442,443,A-66,highway,0,0,0
443,444,A-66,highway,0,1,0
444,445,A-66,highway,0,1,0
445,446,A-66,highway,0,1,0
446,447,A-66,highway,0,1,0
447,448,A-66,highway,0,1,0
448,449,A-66,highway,0,1,0
449,450,A-66,highway,0,1,0
450,451,A-66,highway,0,0,1
451,452,A-66,highway,0,1,1
452,453,A-66,highway,0,1,0
453,454,A-66,highway,0,1,0
454,455,A-66,highway,0,1,1
455,456,A-66,highway,0,0,0
456,457,A-66,highway,0,1,0
457,458,A-66,highway,0,1,0
458,459,A-66,highway,0,1,0
459,460,A-66,highway,0,0,0
460,461,A-66,highway,0,1,0
461,462,A-66,highway,1,0,0
462,463,A-66,highway,0,1,1
463,464,A-66,highway,1,1,1
464,465,A-66,highway,0,1,0
465,466,A-66,highway,0,1,0
466,467,A-66,highway,0,1,1
467,468,A-66,highway,0,1,0
468,469,A-66,highway,0,1,1
469,470,A-66,highway,0,1,0
470,471,A-66,highway,0,1,0
471,472,A-66,highway,0,0,0
472,473,A-66,highway,0,1,1
473,474,A-66,highway,0,1,0
474,475,A-66,highway,0,0,0
475,476,A-66,highway,0,1,1
476,477,A-66,highway,0,1,0
477,478,A-66,highway,1,0,1
478,479,A-66,highway,0,1,0
479,480,A-66,highway,0,0,0
480,481,A-66,highway,0,1,0
481,482,A-66,highway,0,1,1
482,483,A-66,highway,0,1,0
483,484,A-66,highway,0,0,0
484,485,A-66,highway,0,0,0
485,486,A-66,highway,0,1,0
486,487,A-66,highway,0,1,1
487,488,A-66,highway,0,0,1
488,489,A-66,highway,0,0,0
489,490,A-66,highway,0,1,1
490,491,A-66,highway,0,0,0
491,492,A-66,highway,1,1,1
492,493,A-66,highway,0,1,1
493,494,A-66,highway,0,1,0
494,495,A-66,highway,0,1,1
495,496,A-66,highway,1,0,0
496,497,A-66,highway,0,0,0
497,498,A-66,highway,0,1,0
498,499,A-66,highway,0,0,0
499,500,A-66,highway,0,0,1
500,501,A-66,highway,0,1,1
501,502,A-66,highway,0,1,0
502,503,A-66,highway,0,1,0
503,504,A-66,highway,0,1,0
504,505,A-66,highway,0,1,1
505,506,A-66,highway,0,1,0
506,507,A-66,highway,0,1,0
507,508,A-66,highway,0,1,0
508,509,A-66,highway,0,0,1
509,510,A-66,highway,0,1,0
510,511,A-66,highway,1,0,0
511,512,A-66,highway,0,1,1
512,513,A-66,highway,0,0,0
513,514,A-66,highway,0,1,0
514,515,A-66,highway,0,1,1
515,516,A-66,highway,0,1,1
516,517,A-66,highway,0,0,0
517,518,A-66,highway,0,0,0
518,519,A-66,highway,0,0,0
519,520,A-66,highway,0,1,0
520,521,A-66,highway,0,0,1
521,522,A-66,highway,0,1,0
522,523,A-66,highway,0,0,0
523,524,A-66,highway,0,1,1
524,525,A-66,highway,0,1,0
525,526,A-66,highway,0,0,0
526,527,A-66,highway,1,0,0
527,528,A-66,highway,0,1,0
528,529,A-66,highway,0,0,0
529,530,A-66,highway,0,1,0
530,531,A-66,highway,1,1,0
531,532,A-66,highway,0,0,0
532,533,A-66,highway,0,1,0
533,534,A-66,highway,0,0,1
534,535,A-66,highway,0,0,1
535,536,A-66,highway,0,0,0
536,537,A-66,highway,0,1,1
537,538,A-66,highway,1,0,1
538,539,A-66,highway,0,1,0
539,540,A-66,highway,0,1,0
540,541,A-66,highway,0,1,0
541,542,A-66,highway,0,1,0
542,543,A-66,highway,0,0,0
543,544,A-66,highway,0,0,0
544,545,A-66,highway,1,1,1
545,546,A-66,highway,0,1,1
546,547,A-66,highway,0,0,0
547,548,A-66,highway,0,1,1
548,549,A-66,highway,0,0,0
549,550,A-66,highway,0,1,0
550,551,A-66,highway,0,0,1
551,552,A-66,highway,0,0,1
552,553,A-66,highway,0,0,0
553,554,A-66,highway,0,0,0
554,555,A-66,highway,0,0,0
555,556,A-66,highway,0,1,1
556,557,A-66,highway,1,0,1
557,558,A-66,highway,0,1,0
558,559,A-66,highway,0,1,0
559,560,A-66,highway,0,1,1
560,561,A-66,highway,1,1,1
561,562,A-66,highway,0,0,0
562,563,A-66,highway,0,1,0
563,564,A-66,highway,0,0,0
564,565,A-66,highway,0,0,1
565,566,A-66,highway,0,1,1
566,567,A-66,highway,0,1,0
567,568,A-66,highway,0,0,1
568,569,A-66,highway,0,1,1
569,570,A-66,highway,0,1,0
570,571,A-66,highway,1,0,1
571,572,A-66,highway,0,1,1
572,573,A-66,highway,0,0,1
573,574,A-66,highway,0,1,0
574,575,A-66,highway,1,0,0
575,576,A-66,highway,0,1,1
576,577,A-66,highway,0,1,0
577,578,A-66,highway,0,1,0
578,579,A-66,highway,0,1,0
579,580,A-66,highway,0,1,0
580,581,A-66,highway,0,1,1
581,582,A-66,highway,0,1,0
582,583,A-66,highway,0,0,0
583,584,A-66,highway,0,1,0
584,585,A-66,highway,1,1,0
585,586,A-66,highway,0,0,1
586,587,A-66,highway,0,1,0
587,588,A-66,highway,0,0,1
588,589,A-66,highway,0,1,0
589,590,A-66,highway,0,1,0
590,591,A-66,highway,0,1,0
591,592,A-66,highway,0,0,1
592,593,A-66,highway,0,1,0
593,594,A-66,highway,0,0,1
594,595,A-66,highway,0,0,0
595,596,A-66,highway,0,1,0
596,597,A-66,highway,0,0,0
597,598,A-66,highway,0,1,0
598,599,A-66,highway,0,1,0
599,600,A-66,highway,0,1,0
600,601,A-66,highway,0,0,1
601,602,A-66,highway,0,1,0
602,603,A-66,highway,0,0,0
603,604,A-66,highway,0,1,0
604,605,A-66,highway,0,1,1
605,606,A-66,highway,0,0,0
606,607,A-66,highway,0,1,1
607,608,A-66,highway,0,0,0
608,609,A-66,highway,0,0,0
609,610,A-66,highway,0,0,0
610,611,A-66,highway,0,1,1
611,612,A-66,highway,0,1,0
612,613,A-66,highway,0,0,0
613,614,A-66,highway,0,0,0
614,615,A-66,highway,0,0,0
615,616,A-66,highway,0,0,0
616,617,A-66,highway,0,1,0
617,618,A-66,highway,0,1,1
618,619,A-66,highway,0,1,0
619,620,A-66,highway,0,0,1
620,621,A-66,highway,0,0,0
621,622,A-66,highway,0,0,0
622,623,A-66,highway,0,1,0
623,624,A-66,highway,0,0,1
624,625,A-66,highway,0,1,0
625,626,A-66,highway,0,1,1
626,627,A-66,highway,0,0,0
627,628,A-66,highway,1,1,0
628,629,A-66,highway,1,1,0
629,630,A-66,highway,0,0,0
630,631,A-66,highway,0,0,0
631,632,A-66,highway,0,1,1
632,633,A-66,highway,0,0,0
633,634,A-66,highway,0,1,0
634,635,A-66,highway,0,0,1
635,636,A-66,highway,0,1,1
